paper_uid_after_direct_w,exclusion_reason,ref_year,search_pub_year,kci_pub_year,kci_verified,google_scholar_indexed,google_scholar_match_status,google_scholar_year,google_scholar_citation_count,D_j_audit,recoverable_target_year,year_recovery_source
P00002882,missing_target_year,라틴아메리카연구,2004.0,,,1,matched,2005.0,8.0,1.0,2004.0,search_pub_year
P00010424,missing_target_year,경제와 사회,2013.0,,,0,not_indexed,,,0.0,2013.0,search_pub_year
P00012581,missing_target_year,국제정치논총,2012.0,,,1,matched,2012.0,2.0,1.0,2012.0,search_pub_year
P00013683,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00014803,missing_target_year,한국언론학보,2007.0,,,1,matched,2007.0,14.0,1.0,2007.0,search_pub_year
P00018122,missing_target_year,2005b,,,,0,not_indexed,,,0.0,,
P00018173,missing_target_year,2006a,2006.0,2006.0,N,1,matched,2006.0,5.0,1.0,2006.0,kci_pub_year
P00018302,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00018629,missing_target_year,2005.5.16,,,,0,not_indexed,,,0.0,,
P00018630,missing_target_year,2005.10.13,,,,0,not_indexed,,,0.0,,
P00018631,missing_target_year,2006.10.16,,,,0,not_indexed,,,0.0,,
P00018633,missing_target_year,2007.3.29,,,,0,not_indexed,,,0.0,,
P00018634,missing_target_year,2007.3.29,,,,0,not_indexed,,,0.0,,
P00018635,missing_target_year,2006.10.16,,,,0,not_indexed,,,0.0,,
P00018643,missing_target_year,2007(a),,,,0,not_indexed,,,0.0,,
P00018644,missing_target_year,2007(b),,,,0,not_indexed,,,0.0,,
P00018645,missing_target_year,2007(c),,,,0,not_indexed,,,0.0,,
P00018646,missing_target_year,2007(d),,,,0,not_indexed,,,0.0,,
P00018647,missing_target_year,2006.10.16,,,,0,not_indexed,,,0.0,,
P00018786,missing_target_year,2002년10월12일자,,,,0,not_indexed,,,0.0,,
P00018787,missing_target_year,1991년2월27일자,,,,0,not_indexed,,,0.0,,
P00018788,missing_target_year,2003년4월1일자,,,,0,not_indexed,,,0.0,,
P00018789,missing_target_year,2002년5월07일자,,,,0,not_indexed,,,0.0,,
P00018790,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00018791,missing_target_year,2000년7월17일자,,,,0,not_indexed,,,0.0,,
P00018792,missing_target_year,2002년9월30일자,,,,0,not_indexed,,,0.0,,
P00018793,missing_target_year,,2026.0,,,1,matched,2002.0,29.0,1.0,2002.0,google_scholar_year
P00018986,missing_target_year,2000a,,,,0,not_indexed,,,0.0,,
P00018987,missing_target_year,2000b,,,,0,not_indexed,,,0.0,,
P00019141,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00020075,missing_target_year,2007.8.9,,,,0,not_indexed,,,0.0,,
P00020076,missing_target_year,2007.3.16,,,,0,not_indexed,,,0.0,,
P00020107,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00020111,missing_target_year,2000(a),,,,0,not_indexed,,,0.0,,
P00020112,missing_target_year,2000(b),,,,0,not_indexed,,,0.0,,
P00015483,missing_target_year,2000(a),,,,0,not_indexed,,,0.0,,
P00020121,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00020122,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00020125,missing_target_year,2003(a),,,,0,not_indexed,,,0.0,,
P00020147,missing_target_year,,,,,1,matched,1990.0,,1.0,1990.0,google_scholar_year
P00020148,missing_target_year,2007.1.19,,,,0,not_indexed,,,0.0,,
P00020155,missing_target_year,1,,,,0,not_indexed,,,0.0,,
P00020157,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00020159,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00020173,missing_target_year,2001(b),,,,0,not_indexed,,,0.0,,
P00020181,missing_target_year,2004(a),2004.0,2004.0,N,1,matched,2004.0,,1.0,2004.0,kci_pub_year
P00020182,missing_target_year,2004(b),2004.0,2004.0,N,1,matched,2004.0,1.0,1.0,2004.0,kci_pub_year
P00020185,missing_target_year,2001(a),,,,0,not_indexed,,,0.0,,
P00020186,missing_target_year,2001(b),,,,0,not_indexed,,,0.0,,
P00020616,missing_target_year,발행년도없음,2023.0,,,0,not_indexed,,,0.0,2023.0,search_pub_year
P00021311,missing_target_year,한국정치연구,2019.0,,,1,matched,2019.0,4.0,1.0,2019.0,search_pub_year
P00021351,missing_target_year,민주방식의 여성지도자에 대한 평가,2005.0,,,1,matched,2005.0,8.0,1.0,2005.0,search_pub_year
P00021496,missing_target_year,인물과사상,2022.0,,,0,review,,,0.0,2022.0,search_pub_year
P00021763,missing_target_year,대한정치학회보,2025.0,,,1,matched,2018.0,9.0,1.0,2018.0,google_scholar_year
P00023454,missing_target_year,한국언론학보,2008.0,,,1,matched,2009.0,45.0,1.0,2008.0,search_pub_year
P00024701,missing_target_year,한국정당학회보,2010.0,,,1,matched,2010.0,3.0,1.0,2010.0,search_pub_year
P00026595,missing_target_year,한국사회와 행정연구,2005.0,,,1,matched,2005.0,12.0,1.0,2005.0,search_pub_year
P00027645,missing_target_year,2004a,2004.0,2004.0,N,1,matched,2004.0,10.0,1.0,2004.0,kci_pub_year
P00027646,missing_target_year,2004b,2004.0,2004.0,N,1,matched,2004.0,17.0,1.0,2004.0,kci_pub_year
P00028016,missing_target_year,1964-2000,2017.0,,,0,not_indexed,,,0.0,2017.0,search_pub_year
P00028017,missing_target_year,1964-2000,2008.0,,,0,not_indexed,,,0.0,2008.0,search_pub_year
P00028032,missing_target_year,,2004.0,,,1,matched,2013.0,1.0,1.0,2004.0,search_pub_year
P00029111,missing_target_year,,,,,0,review,,,0.0,,
P00029772,missing_target_year,아시아여성연구,2015.0,,,1,matched,2015.0,5.0,1.0,2015.0,search_pub_year
P00030076,missing_target_year,성이론,,,,1,matched,2018.0,4.0,1.0,2018.0,google_scholar_year
P00030081,missing_target_year,페미니즘연구,2009.0,,,1,matched,2009.0,58.0,1.0,2009.0,search_pub_year
P00030202,missing_target_year,리더십연구,2011.0,,,0,review,,,0.0,2011.0,search_pub_year
P00030666,missing_target_year,세계정치,2006.0,,,0,not_indexed,,,0.0,2006.0,search_pub_year
P00030741,missing_target_year,성이론,2003.0,,,0,not_indexed,,,0.0,2003.0,search_pub_year
P00031535,missing_target_year,사회와 철학,2023.0,,,1,matched,2009.0,1.0,1.0,2023.0,search_pub_year
P00031957,missing_target_year,한길사,,,,0,not_indexed,,,0.0,,
P00032094,missing_target_year,국어국문학,2004.0,,,1,matched,2004.0,16.0,1.0,2004.0,search_pub_year
P00032278,missing_target_year,정치사상연구,2012.0,,,1,matched,2012.0,10.0,1.0,2012.0,search_pub_year
P00033207,missing_target_year,한국정치학회보,,,,1,matched,2007.0,,1.0,2007.0,google_scholar_year
P00033535,missing_target_year,,2008.0,,,1,matched,2004.0,,1.0,2008.0,search_pub_year
P00033938,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00033940,missing_target_year,,2007.0,,,0,review,,,0.0,2007.0,search_pub_year
P00034167,missing_target_year,,2006.0,2006.0,N,0,not_indexed,,,0.0,2006.0,kci_pub_year
P00034197,missing_target_year,2007.01.04,,,,0,not_indexed,,,0.0,,
P00034237,missing_target_year,19582007,,,,0,not_indexed,,,0.0,,
P00034277,missing_target_year,19941960,,,,0,not_indexed,,,0.0,,
P00034309,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00034311,missing_target_year,2006a,,,,0,not_indexed,,,0.0,,
P00034312,missing_target_year,2006b,,,,0,not_indexed,,,0.0,,
P00034437,missing_target_year,,,,,0,review,,,0.0,,
P00034454,missing_target_year,______.2004.&#65378;,2004.0,2004.0,N,1,matched,2004.0,5.0,1.0,2004.0,kci_pub_year
P00034493,missing_target_year,1987economicandphilosophicalmanuscripts1844,,,,0,not_indexed,,,0.0,,
P00034495,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00034531,missing_target_year,19681988,,,,0,not_indexed,,,0.0,,
P00034544,missing_target_year,19861986년10월,2003.0,,,0,review,,,0.0,2003.0,search_pub_year
P00032478,missing_target_year,2000a,2019.0,,,0,not_indexed,,,0.0,2019.0,search_pub_year
P00034574,missing_target_year,2000b,,,,0,not_indexed,,,0.0,,
P00034575,missing_target_year,1999a,,,,0,not_indexed,,,0.0,,
P00034576,missing_target_year,1999b,,,,0,not_indexed,,,0.0,,
P00034598,missing_target_year,,2020.0,,,0,not_indexed,,,0.0,2020.0,search_pub_year
P00034617,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00034618,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00034619,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00034620,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00034644,missing_target_year,2004a,,,,0,not_indexed,,,0.0,,
P00034645,missing_target_year,2004b,2004.0,,,0,review,,,0.0,2004.0,search_pub_year
P00034646,missing_target_year,2004c,2004.0,2004.0,N,1,matched,2004.0,1.0,1.0,2004.0,kci_pub_year
P00034658,missing_target_year,방미경역,2001.0,,,1,matched,2015.0,2.0,1.0,2001.0,search_pub_year
P00034754,missing_target_year,2006a,2003.0,,,0,not_indexed,,,0.0,2003.0,search_pub_year
P00034755,missing_target_year,2006b,2024.0,,,0,review,,,0.0,2024.0,search_pub_year
P00034802,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00034944,missing_target_year,아세아연구,,,,0,not_indexed,,,0.0,,
P00035102,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00036795,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00038022,missing_target_year,역사비평,2020.0,,,0,review,,,0.0,2020.0,search_pub_year
P00038841,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00039280,missing_target_year,가출이라는 북한영화의 내러티브 반복과 연기,2007.0,,,1,matched,2007.0,,1.0,2007.0,search_pub_year
P00039332,missing_target_year,국제정치논총,2013.0,,,1,matched,2013.0,10.0,1.0,2013.0,search_pub_year
P00039436,missing_target_year,중소연구,2013.0,,,1,matched,2007.0,3.0,1.0,2013.0,search_pub_year
P00039969,missing_target_year,,,,,1,matched,2011.0,1.0,1.0,2011.0,google_scholar_year
P00040645,missing_target_year,위생 시스템의 혼종적 전환 -,2021.0,,,1,matched,2021.0,2.0,1.0,2021.0,search_pub_year
P00040646,missing_target_year,과학기술학연구,2021.0,,,1,matched,2021.0,,1.0,2021.0,search_pub_year
P00041208,missing_target_year,고황정치학회보,,,,0,not_indexed,,,0.0,,
P00041285,missing_target_year,교육문제연구,2016.0,,,0,review,,,0.0,2016.0,search_pub_year
P00043019,missing_target_year,군사평론,2015.0,,,0,not_indexed,,,0.0,2015.0,search_pub_year
P00043260,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00043261,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00043474,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00044249,missing_target_year,2008a,,,,0,not_indexed,,,0.0,,
P00044733,missing_target_year,2007.10.9,,,,0,not_indexed,,,0.0,,
P00044758,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00044760,missing_target_year,1950.1.11,,,,0,not_indexed,,,0.0,,
P00044764,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00044837,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00044957,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00045396,missing_target_year,대외경제정책연구,1999.0,,,0,not_indexed,,,0.0,1999.0,search_pub_year
P00045544,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00045683,missing_target_year,2007.10.9,,,,0,not_indexed,,,0.0,,
P00045685,missing_target_year,2007.10.9,,,,0,not_indexed,,,0.0,,
P00045686,missing_target_year,2007.10.4,,,,0,not_indexed,,,0.0,,
P00045687,missing_target_year,2003.7.3,,,,0,not_indexed,,,0.0,,
P00045699,missing_target_year,2002.11.20,,,,0,not_indexed,,,0.0,,
P00045700,missing_target_year,2007.10.22,,,,0,not_indexed,,,0.0,,
P00045708,missing_target_year,2007.10.16,,,,0,not_indexed,,,0.0,,
P00046108,missing_target_year,아세아연구,2017.0,,,1,matched,2017.0,3.0,1.0,2017.0,search_pub_year
P00046334,missing_target_year,국제관계 연구,,,,1,matched,2005.0,4.0,1.0,2005.0,google_scholar_year
P00048553,missing_target_year,국제정치논총,2009.0,,,1,matched,2009.0,13.0,1.0,2009.0,search_pub_year
P00049385,missing_target_year,국제정치논총,,,,0,not_indexed,,,0.0,,
P00050272,missing_target_year,2007a,2007.0,2007.0,N,1,matched,2007.0,3.0,1.0,2007.0,kci_pub_year
P00050273,missing_target_year,2007b,,,,0,not_indexed,,,0.0,,
P00055389,missing_target_year,중소연구,2015.0,,,0,not_indexed,,,0.0,2015.0,search_pub_year
P00057487,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00057502,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00057919,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00058057,missing_target_year,한국문화인류학,2010.0,,,1,matched,2009.0,1.0,1.0,2010.0,search_pub_year
P00058744,missing_target_year,동향과 전망,2017.0,,,0,not_indexed,,,0.0,2017.0,search_pub_year
P00060140,missing_target_year,주요국제문제분석,2011.0,,,0,not_indexed,,,0.0,2011.0,search_pub_year
P00060735,missing_target_year,시민과 세계,2018.0,,,0,not_indexed,,,0.0,2018.0,search_pub_year
P00061006,missing_target_year,아세아연구,2013.0,,,0,not_indexed,,,0.0,2013.0,search_pub_year
P00061284,missing_target_year,한국스포츠사회학회지,2010.0,,,1,matched,2010.0,7.0,1.0,2010.0,search_pub_year
P00062775,missing_target_year,북한연구학회보,2017.0,,,0,review,,,0.0,2017.0,search_pub_year
P00063364,missing_target_year,영미문학페미니즘,2011.0,,,0,not_indexed,,,0.0,2011.0,search_pub_year
P00063672,missing_target_year,성이론,,,,0,not_indexed,,,0.0,,
P00063721,missing_target_year,기초조형학연구,2020.0,,,0,not_indexed,,,0.0,2020.0,search_pub_year
P00063853,missing_target_year,성이론,,,,0,not_indexed,,,0.0,,
P00063854,missing_target_year,성이론,,,,0,not_indexed,,,0.0,,
P00063958,missing_target_year,국어문학,2020.0,,,0,not_indexed,,,0.0,2020.0,search_pub_year
P00064685,missing_target_year,정보사회와 미디어,2013.0,,,1,matched,2013.0,14.0,1.0,2013.0,search_pub_year
P00065128,missing_target_year,관광경영연구,2012.0,,,1,matched,2001.0,9.0,1.0,2012.0,search_pub_year
P00066318,missing_target_year,경제와 사회,2012.0,,,0,not_indexed,,,0.0,2012.0,search_pub_year
P00067295,missing_target_year,지구화: 재멕시코,2013.0,,,0,review,,,0.0,2013.0,search_pub_year
P00067830,missing_target_year,군사논단,,,,0,not_indexed,,,0.0,,
P00067902,missing_target_year,리터러시 연구,2023.0,,,0,review,,,0.0,2023.0,search_pub_year
P00068345,missing_target_year,담론201,2010.0,,,0,not_indexed,,,0.0,2010.0,search_pub_year
P00068500,missing_target_year,인지행동치료,2020.0,,,1,matched,2016.0,24.0,1.0,2020.0,search_pub_year
P00068562,missing_target_year,GRI연구논총,2022.0,,,1,matched,2025.0,,1.0,2022.0,search_pub_year
P00070253,missing_target_year,한국지방정치학회보,2016.0,,,1,matched,2016.0,3.0,1.0,2016.0,search_pub_year
P00071199,missing_target_year,현대사회과학연구,,,,0,not_indexed,,,0.0,,
P00071514,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00072427,missing_target_year,월간중앙,,,,0,not_indexed,,,0.0,,
P00072532,missing_target_year,한국사회학,2013.0,,,1,matched,2013.0,27.0,1.0,2013.0,search_pub_year
P00074201,missing_target_year,한국정치외교사논총,2017.0,,,0,not_indexed,,,0.0,2017.0,search_pub_year
P00074238,missing_target_year,종교연구,2022.0,,,0,not_indexed,,,0.0,2022.0,search_pub_year
P00056409,missing_target_year,21세기정치학회보,2010.0,,,0,not_indexed,,,0.0,2010.0,search_pub_year
P00074353,missing_target_year,개념과 소통,2017.0,,,0,not_indexed,,,0.0,2017.0,search_pub_year
P00075409,missing_target_year,한국과 국제정치,2018.0,,,0,not_indexed,,,0.0,2018.0,search_pub_year
P00075710,missing_target_year,사회와 이론,2017.0,,,0,review,,,0.0,2017.0,search_pub_year
P00077097,missing_target_year,한국언론정보학보,2014.0,,,0,not_indexed,,,0.0,2014.0,search_pub_year
P00077443,missing_target_year,경제에서 시민사회,2013.0,,,0,not_indexed,,,0.0,2013.0,search_pub_year
P00077670,missing_target_year,한국정책학회보,2020.0,,,0,not_indexed,,,0.0,2020.0,search_pub_year
P00080306,missing_target_year,민주주의와 인권,2012.0,,,0,not_indexed,,,0.0,2012.0,search_pub_year
P00081019,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00082579,missing_target_year,한국정치학회보,,,,0,not_indexed,,,0.0,,
P00026001,missing_target_year,사회와 철학,2010.0,,,1,matched,2002.0,4.0,1.0,2010.0,search_pub_year
P00084243,missing_target_year,과학,2010.0,,,0,not_indexed,,,0.0,2010.0,search_pub_year
P00084307,missing_target_year,마르크스주의 연구,2010.0,,,1,matched,2010.0,1.0,1.0,2010.0,search_pub_year
P00085966,missing_target_year,정치사상연구,,,,0,not_indexed,,,0.0,,
P00086678,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00086858,missing_target_year,2005a,,,,0,not_indexed,,,0.0,,
P00086924,missing_target_year,2007a,2007.0,2007.0,N,0,not_indexed,,,0.0,2007.0,kci_pub_year
P00086930,missing_target_year,2001a,,,,0,not_indexed,,,0.0,,
P00086931,missing_target_year,2001b,,,,0,not_indexed,,,0.0,,
P00027925,missing_target_year,세계지역연구논총,2015.0,,,0,review,,,0.0,2015.0,search_pub_year
P00087198,missing_target_year,저널리즘비평,,,,0,not_indexed,,,0.0,,
P00087747,missing_target_year,2007b,,,,0,not_indexed,,,0.0,,
P00088151,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00088591,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00089073,missing_target_year,,2006.0,2006.0,N,0,not_indexed,,,0.0,2006.0,kci_pub_year
P00089992,missing_target_year,19??,2019.0,,,0,not_indexed,,,0.0,2019.0,search_pub_year
P00090218,missing_target_year,2006.5.2,,,,0,not_indexed,,,0.0,,
P00090219,missing_target_year,2006.1.27,,,,0,not_indexed,,,0.0,,
P00090221,missing_target_year,2007.4.4,2006.0,,,0,not_indexed,,,0.0,2006.0,search_pub_year
P00090222,missing_target_year,2007a,,,,0,not_indexed,,,0.0,,
P00090223,missing_target_year,2007b,,,,0,not_indexed,,,0.0,,
P00090224,missing_target_year,2006.11.27,,,,0,not_indexed,,,0.0,,
P00090225,missing_target_year,2007.4.4,,,,0,not_indexed,,,0.0,,
P00090228,missing_target_year,2007.3.26,,,,0,not_indexed,,,0.0,,
P00090233,missing_target_year,2007.4.2,,,,0,not_indexed,,,0.0,,
P00090234,missing_target_year,2006.1.18,,,,0,not_indexed,,,0.0,,
P00090235,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00090236,missing_target_year,2007.4.11,,,,0,not_indexed,,,0.0,,
P00090239,missing_target_year,2007.4.19,,,,0,not_indexed,,,0.0,,
P00090310,missing_target_year,2004a,,,,0,not_indexed,,,0.0,,
P00091661,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00091667,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00091675,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00091683,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00094294,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00094463,missing_target_year,2006b,,,,0,not_indexed,,,0.0,,
P00094502,missing_target_year,1998a,1999.0,1999.0,N,0,not_indexed,,,0.0,1999.0,kci_pub_year
P00094503,missing_target_year,1998b,,,,0,not_indexed,,,0.0,,
P00094539,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00094617,missing_target_year,1998a,,,,0,not_indexed,,,0.0,,
P00094618,missing_target_year,1998b,,,,0,not_indexed,,,0.0,,
P00094619,missing_target_year,2006a,2022.0,,,0,not_indexed,,,0.0,2022.0,search_pub_year
P00094672,missing_target_year,2001b,,,,1,matched,2001.0,2.0,1.0,2001.0,google_scholar_year
P00094673,missing_target_year,2001c,,,,0,not_indexed,,,0.0,,
P00094769,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00094819,missing_target_year,1993194-203,,,,0,not_indexed,,,0.0,,
P00011782,missing_target_year,2005a,,,,0,not_indexed,,,0.0,,
P00094849,missing_target_year,2001b,2021.0,,,0,review,,,0.0,2021.0,search_pub_year
P00094886,missing_target_year,2005a,,,,0,not_indexed,,,0.0,,
P00094887,missing_target_year,2005b,,,,0,not_indexed,,,0.0,,
P00062644,missing_target_year,1955a,,,,0,not_indexed,,,0.0,,
P00094944,missing_target_year,2002a,2003.0,,,0,not_indexed,,,0.0,2003.0,search_pub_year
P00096533,missing_target_year,동북아법연구,2017.0,,,0,not_indexed,,,0.0,2017.0,search_pub_year
P00097039,missing_target_year,한국근현대사연구,2013.0,,,0,review,,,0.0,2013.0,search_pub_year
P00097238,missing_target_year,1866,,,,0,not_indexed,,,0.0,,
P00097690,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00097691,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00098705,missing_target_year,1895,,,,0,not_indexed,,,0.0,,
P00098807,missing_target_year,역사문제연구,2008.0,,,0,not_indexed,,,0.0,2008.0,search_pub_year
P00099834,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00100172,missing_target_year,1896,,,,0,not_indexed,,,0.0,,
P00017410,missing_target_year,국제정치논총,2003.0,,,0,not_indexed,,,0.0,2003.0,search_pub_year
P00100413,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00101490,missing_target_year,20037&#50900;,,,,0,api_error,,,,,
P00101522,missing_target_year,,,,,0,api_error,,,,,
P00101523,missing_target_year,,,,,0,api_error,,,,,
P00101527,missing_target_year,,,,,0,api_error,,,,,
P00101529,missing_target_year,,,,,0,api_error,,,,,
P00101530,missing_target_year,,,,,0,api_error,,,,,
P00101531,missing_target_year,,,,,0,api_error,,,,,
P00101533,missing_target_year,김득중.1993.&#65378;,,,,0,api_error,,,,,
P00095516,missing_target_year,백운선.1992.&#65378;,,,,0,api_error,,,,,
P00101535,missing_target_year,임종명.1994.&#65378;,,,,0,api_error,,,,,
P00101536,missing_target_year,장하진.1989.&#65378;,,,,0,api_error,,,,,
P00033584,missing_target_year,2003b,,,,0,api_error,,,,,
P00101577,missing_target_year,2003a.,2003.0,2003.0,N,0,api_error,,,,2003.0,kci_pub_year
P00101578,missing_target_year,2004년2월10일,,,,0,api_error,,,,,
P00101579,missing_target_year,2004년2월20일,,,,0,api_error,,,,,
P00101580,missing_target_year,2004년2월27일,,,,0,api_error,,,,,
P00101582,missing_target_year,2002년7월,,,,0,api_error,,,,,
P00101585,missing_target_year,1993년6월,,,,0,api_error,,,,,
P00101587,missing_target_year,,,,,0,api_error,,,,,
P00101588,missing_target_year,,,,,0,api_error,,,,,
P00101589,missing_target_year,1989년8월,,,,0,api_error,,,,,
P00101592,missing_target_year,1999b.,,,,0,api_error,,,,,
P00101594,missing_target_year,조동준.1966.“전두환1996년8월,,,,0,api_error,,,,,
P00101596,missing_target_year,,,,,0,api_error,,,,,
P00101633,missing_target_year,19911993,,,,0,api_error,,,,,
P00101651,missing_target_year,20038월,,,,0,api_error,,,,,
P00101660,missing_target_year,20041월호.,,,,0,api_error,,,,,
P00101662,missing_target_year,19711971년6월8일,,,,0,api_error,,,,,
P00101666,missing_target_year,1982한미관계1882-1982,,,,0,api_error,,,,,
P00101683,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00101684,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00101685,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00101686,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00101687,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00101702,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00101710,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00101711,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00101716,missing_target_year,,2010.0,,,0,not_indexed,,,0.0,2010.0,search_pub_year
P00101720,missing_target_year,,2019.0,,,0,not_indexed,,,0.0,2019.0,search_pub_year
P00101730,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00101765,missing_target_year,,2006.0,,,0,review,,,0.0,2006.0,search_pub_year
P00101767,missing_target_year,2003년봄,2003.0,2003.0,N,1,matched,2003.0,2.0,1.0,2003.0,kci_pub_year
P00101770,missing_target_year,1998년,,,,0,not_indexed,,,0.0,,
P00101772,missing_target_year,2001년11월,,,,0,not_indexed,,,0.0,,
P00101780,missing_target_year,19986월,,,,0,not_indexed,,,0.0,,
P00101801,missing_target_year,민족 역사서술에 대해 듣는다,2023.0,,,1,matched,2005.0,21.0,1.0,2023.0,search_pub_year
P00101809,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00101811,missing_target_year,2003년,,,,0,not_indexed,,,0.0,,
P00101815,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00101843,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00101845,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00101846,missing_target_year,2003년,,,,0,not_indexed,,,0.0,,
P00101850,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00101852,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00101853,missing_target_year,2002.8.12.,,,,0,not_indexed,,,0.0,,
P00101856,missing_target_year,2001년9월,,,,0,not_indexed,,,0.0,,
P00101860,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00101861,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00045339,missing_target_year,,,,,1,matched,1998.0,2.0,1.0,1998.0,google_scholar_year
P00101865,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00101867,missing_target_year,2003년,,,,0,not_indexed,,,0.0,,
P00101868,missing_target_year,2001년,,,,0,not_indexed,,,0.0,,
P00101869,missing_target_year,2002년,,,,0,not_indexed,,,0.0,,
P00101884,missing_target_year,1991-97,,,,0,not_indexed,,,0.0,,
P00101896,missing_target_year,1882,2007.0,,,0,not_indexed,,,0.0,2007.0,search_pub_year
P00101966,missing_target_year,,2008.0,,,0,review,,,0.0,2008.0,search_pub_year
P00101990,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00101991,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00101992,missing_target_year,배상협정,,,,0,not_indexed,,,0.0,,
P00102004,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00102012,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00032773,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00102118,missing_target_year,1991[1988],,,,0,not_indexed,,,0.0,,
P00102126,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00102127,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00102128,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00102129,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00102161,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00102165,missing_target_year,,2003.0,2003.0,N,0,not_indexed,,,0.0,2003.0,kci_pub_year
P00102168,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00102205,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00102206,missing_target_year,19921989,,,,0,not_indexed,,,0.0,,
P00102209,missing_target_year,4,,,,0,not_indexed,,,0.0,,
P00102221,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00102222,missing_target_year,1993여름,,,,0,not_indexed,,,0.0,,
P00102223,missing_target_year,1991겨울,,,,0,not_indexed,,,0.0,,
P00102224,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00102225,missing_target_year,4,,,,0,not_indexed,,,0.0,,
P00102234,missing_target_year,,,,,0,not_indexed,,,0.0,,
P00102239,missing_target_year,,,,,0,not_indexed,,,0.0,,
