paper_uid_after_direct_w,cohort,target_year,target_topic,partial,eng_cite_count,Y_jc,obs_start,obs_end,age_jc,age_bin,N_topic_jc,ln_offset
P00026689,C3,2001.0,39,0,0,0,2015.0,2019,16.0,11+,0,0.0
P00026689,C4,2001.0,39,0,0,0,2020.0,2024,21.0,11+,0,0.0
P00026691,C1,2006.0,8,1,0,0,2006.0,2009,1.5,0-2,0,0.0
P00026691,C2,2006.0,8,0,0,0,2010.0,2014,6.0,6-10,3,1.3862943611198906
P00026691,C3,2006.0,8,0,0,0,2015.0,2019,11.0,11+,0,0.0
P00026691,C4,2006.0,8,0,0,0,2020.0,2024,16.0,11+,1,0.6931471805599453
P00026698,C1,2004.0,2,1,0,0,2004.0,2009,2.5,3-5,4,1.6094379124341003
P00026698,C2,2004.0,2,0,0,0,2010.0,2014,8.0,6-10,10,2.3978952727983707
P00026698,C3,2004.0,2,0,0,0,2015.0,2019,13.0,11+,28,3.367295829986474
P00026698,C4,2004.0,2,0,0,0,2020.0,2024,18.0,11+,10,2.3978952727983707
P00026699,C1,2005.0,2,1,0,0,2005.0,2009,2.0,0-2,3,1.3862943611198906
P00026699,C2,2005.0,2,0,0,0,2010.0,2014,7.0,6-10,10,2.3978952727983707
P00026699,C3,2005.0,2,0,0,0,2015.0,2019,12.0,11+,28,3.367295829986474
P00026699,C4,2005.0,2,0,0,0,2020.0,2024,17.0,11+,10,2.3978952727983707
P00026749,C1,1998.0,-1,1,0,0,1998.0,2009,5.5,6-10,7,2.0794415416798357
P00026749,C2,1998.0,-1,0,0,0,2010.0,2014,14.0,11+,57,4.060443010546419
P00026749,C3,1998.0,-1,0,0,0,2015.0,2019,19.0,11+,66,4.204692619390966
P00026749,C4,1998.0,-1,0,0,0,2020.0,2024,24.0,11+,79,4.382026634673881
P00026750,C1,2005.0,-1,1,0,0,2005.0,2009,2.0,0-2,7,2.0794415416798357
P00026750,C2,2005.0,-1,0,0,0,2010.0,2014,7.0,6-10,57,4.060443010546419
P00026750,C3,2005.0,-1,0,0,0,2015.0,2019,12.0,11+,66,4.204692619390966
P00026750,C4,2005.0,-1,0,0,0,2020.0,2024,17.0,11+,79,4.382026634673881
P00026751,C1,2007.0,-1,1,0,0,2007.0,2009,1.0,0-2,7,2.0794415416798357
P00026751,C2,2007.0,-1,0,0,0,2010.0,2014,5.0,3-5,57,4.060443010546419
P00026751,C3,2007.0,-1,0,0,0,2015.0,2019,10.0,6-10,66,4.204692619390966
P00026751,C4,2007.0,-1,0,0,0,2020.0,2024,15.0,11+,79,4.382026634673881
P00026752,C1,1992.0,-1,1,0,0,1992.0,2009,8.5,6-10,7,2.0794415416798357
P00026752,C2,1992.0,-1,0,0,0,2010.0,2014,20.0,11+,57,4.060443010546419
P00026752,C3,1992.0,-1,0,0,0,2015.0,2019,25.0,11+,66,4.204692619390966
P00026752,C4,1992.0,-1,0,0,0,2020.0,2024,30.0,11+,79,4.382026634673881
P00026767,C1,2002.0,-1,1,0,0,2002.0,2009,3.5,3-5,7,2.0794415416798357
P00026767,C2,2002.0,-1,0,0,0,2010.0,2014,10.0,6-10,57,4.060443010546419
P00026767,C3,2002.0,-1,0,0,0,2015.0,2019,15.0,11+,66,4.204692619390966
P00026767,C4,2002.0,-1,0,0,0,2020.0,2024,20.0,11+,79,4.382026634673881
P00026769,C1,2004.0,13,1,0,0,2004.0,2009,2.5,3-5,1,0.6931471805599453
P00026769,C2,2004.0,13,0,0,0,2010.0,2014,8.0,6-10,1,0.6931471805599453
P00026769,C3,2004.0,13,0,0,0,2015.0,2019,13.0,11+,2,1.0986122886681098
P00026769,C4,2004.0,13,0,0,0,2020.0,2024,18.0,11+,8,2.1972245773362196
P00026770,C1,2005.0,13,1,0,0,2005.0,2009,2.0,0-2,1,0.6931471805599453
P00026770,C2,2005.0,13,0,1,1,2010.0,2014,7.0,6-10,1,0.6931471805599453
P00026770,C3,2005.0,13,0,0,0,2015.0,2019,12.0,11+,2,1.0986122886681098
P00026770,C4,2005.0,13,0,0,0,2020.0,2024,17.0,11+,8,2.1972245773362196
P00026771,C1,2002.0,-1,1,0,0,2002.0,2009,3.5,3-5,7,2.0794415416798357
P00026771,C2,2002.0,-1,0,0,0,2010.0,2014,10.0,6-10,57,4.060443010546419
P00026771,C3,2002.0,-1,0,0,0,2015.0,2019,15.0,11+,66,4.204692619390966
P00026771,C4,2002.0,-1,0,0,0,2020.0,2024,20.0,11+,79,4.382026634673881
P00026772,C1,1998.0,13,1,0,0,1998.0,2009,5.5,6-10,1,0.6931471805599453
P00026772,C2,1998.0,13,0,0,0,2010.0,2014,14.0,11+,1,0.6931471805599453
P00026772,C3,1998.0,13,0,0,0,2015.0,2019,19.0,11+,2,1.0986122886681098
P00026772,C4,1998.0,13,0,0,0,2020.0,2024,24.0,11+,8,2.1972245773362196
P00026781,C1,2006.0,-1,1,0,0,2006.0,2009,1.5,0-2,7,2.0794415416798357
P00026781,C2,2006.0,-1,0,0,0,2010.0,2014,6.0,6-10,57,4.060443010546419
P00026781,C3,2006.0,-1,0,0,0,2015.0,2019,11.0,11+,66,4.204692619390966
P00026781,C4,2006.0,-1,0,0,0,2020.0,2024,16.0,11+,79,4.382026634673881
P00026782,C1,2003.0,2,1,0,0,2003.0,2009,3.0,3-5,4,1.6094379124341003
P00026782,C2,2003.0,2,0,0,0,2010.0,2014,9.0,6-10,10,2.3978952727983707
P00026782,C3,2003.0,2,0,0,0,2015.0,2019,14.0,11+,28,3.367295829986474
P00026782,C4,2003.0,2,0,0,0,2020.0,2024,19.0,11+,10,2.3978952727983707
P00026796,C1,2008.0,13,1,0,0,2008.0,2009,0.5,0-2,1,0.6931471805599453
P00026796,C2,2008.0,13,0,0,0,2010.0,2014,4.0,3-5,1,0.6931471805599453
P00026796,C3,2008.0,13,0,0,0,2015.0,2019,9.0,6-10,2,1.0986122886681098
P00026796,C4,2008.0,13,0,0,0,2020.0,2024,14.0,11+,8,2.1972245773362196
P00026798,C1,2008.0,-1,1,0,0,2008.0,2009,0.5,0-2,7,2.0794415416798357
P00026798,C2,2008.0,-1,0,0,0,2010.0,2014,4.0,3-5,57,4.060443010546419
P00026798,C3,2008.0,-1,0,0,0,2015.0,2019,9.0,6-10,66,4.204692619390966
P00026798,C4,2008.0,-1,0,0,0,2020.0,2024,14.0,11+,79,4.382026634673881
P00026812,C1,1991.0,-1,1,0,0,1991.0,2009,9.0,6-10,7,2.0794415416798357
P00026812,C2,1991.0,-1,0,0,0,2010.0,2014,21.0,11+,57,4.060443010546419
P00026812,C3,1991.0,-1,0,0,0,2015.0,2019,26.0,11+,66,4.204692619390966
P00026812,C4,1991.0,-1,0,0,0,2020.0,2024,31.0,11+,79,4.382026634673881
P00026814,C1,2005.0,11,1,0,0,2005.0,2009,2.0,0-2,1,0.6931471805599453
P00026814,C2,2005.0,11,0,0,0,2010.0,2014,7.0,6-10,4,1.6094379124341003
P00026814,C3,2005.0,11,0,0,0,2015.0,2019,12.0,11+,9,2.302585092994046
P00026814,C4,2005.0,11,0,0,0,2020.0,2024,17.0,11+,5,1.791759469228055
P00026815,C1,2009.0,11,1,0,0,2009.0,2009,0.0,0-2,1,0.6931471805599453
P00026815,C2,2009.0,11,0,1,1,2010.0,2014,3.0,3-5,4,1.6094379124341003
P00026815,C3,2009.0,11,0,0,0,2015.0,2019,8.0,6-10,9,2.302585092994046
P00026815,C4,2009.0,11,0,0,0,2020.0,2024,13.0,11+,5,1.791759469228055
P00026840,C1,2004.0,-1,1,0,0,2004.0,2009,2.5,3-5,7,2.0794415416798357
P00026840,C2,2004.0,-1,0,0,0,2010.0,2014,8.0,6-10,57,4.060443010546419
P00026840,C3,2004.0,-1,0,0,0,2015.0,2019,13.0,11+,66,4.204692619390966
P00026840,C4,2004.0,-1,0,0,0,2020.0,2024,18.0,11+,79,4.382026634673881
P00026841,C1,1998.0,13,1,0,0,1998.0,2009,5.5,6-10,1,0.6931471805599453
P00026841,C2,1998.0,13,0,0,0,2010.0,2014,14.0,11+,1,0.6931471805599453
P00026841,C3,1998.0,13,0,0,0,2015.0,2019,19.0,11+,2,1.0986122886681098
P00026841,C4,1998.0,13,0,0,0,2020.0,2024,24.0,11+,8,2.1972245773362196
P00026847,C1,2001.0,1,1,0,0,2001.0,2009,4.0,3-5,2,1.0986122886681098
P00026847,C2,2001.0,1,0,0,0,2010.0,2014,11.0,11+,3,1.3862943611198906
P00026847,C3,2001.0,1,0,0,0,2015.0,2019,16.0,11+,4,1.6094379124341003
P00026847,C4,2001.0,1,0,0,0,2020.0,2024,21.0,11+,9,2.302585092994046
P00026848,C1,2009.0,2,1,0,0,2009.0,2009,0.0,0-2,1,0.6931471805599453
P00026848,C2,2009.0,2,0,0,0,2010.0,2014,3.0,3-5,10,2.3978952727983707
P00026848,C3,2009.0,2,0,0,0,2015.0,2019,8.0,6-10,28,3.367295829986474
P00026848,C4,2009.0,2,0,0,0,2020.0,2024,13.0,11+,10,2.3978952727983707
P00026849,C1,1999.0,-1,1,0,0,1999.0,2009,5.0,3-5,7,2.0794415416798357
P00026849,C2,1999.0,-1,0,0,0,2010.0,2014,13.0,11+,57,4.060443010546419
P00026849,C3,1999.0,-1,0,0,0,2015.0,2019,18.0,11+,66,4.204692619390966
P00026849,C4,1999.0,-1,0,0,0,2020.0,2024,23.0,11+,79,4.382026634673881
P00026851,C1,1994.0,-1,1,0,0,1994.0,2009,7.5,6-10,7,2.0794415416798357
P00026851,C2,1994.0,-1,0,0,0,2010.0,2014,18.0,11+,57,4.060443010546419
P00026851,C3,1994.0,-1,0,0,0,2015.0,2019,23.0,11+,66,4.204692619390966
P00026851,C4,1994.0,-1,0,0,0,2020.0,2024,28.0,11+,79,4.382026634673881
P00026852,C1,1993.0,-1,1,0,0,1993.0,2009,8.0,6-10,7,2.0794415416798357
P00026852,C2,1993.0,-1,0,0,0,2010.0,2014,19.0,11+,57,4.060443010546419
P00026852,C3,1993.0,-1,0,0,0,2015.0,2019,24.0,11+,66,4.204692619390966
P00026852,C4,1993.0,-1,0,0,0,2020.0,2024,29.0,11+,79,4.382026634673881
P00026853,C1,1999.0,13,1,0,0,1999.0,2009,5.0,3-5,1,0.6931471805599453
P00026853,C2,1999.0,13,0,0,0,2010.0,2014,13.0,11+,1,0.6931471805599453
P00026853,C3,1999.0,13,0,0,0,2015.0,2019,18.0,11+,2,1.0986122886681098
P00026853,C4,1999.0,13,0,0,0,2020.0,2024,23.0,11+,8,2.1972245773362196
P00026855,C1,2004.0,-1,1,0,0,2004.0,2009,2.5,3-5,7,2.0794415416798357
P00026855,C2,2004.0,-1,0,0,0,2010.0,2014,8.0,6-10,57,4.060443010546419
P00026855,C3,2004.0,-1,0,0,0,2015.0,2019,13.0,11+,66,4.204692619390966
P00026855,C4,2004.0,-1,0,0,0,2020.0,2024,18.0,11+,79,4.382026634673881
P00026856,C1,2008.0,13,1,0,0,2008.0,2009,0.5,0-2,1,0.6931471805599453
P00026856,C2,2008.0,13,0,0,0,2010.0,2014,4.0,3-5,1,0.6931471805599453
P00026856,C3,2008.0,13,0,0,0,2015.0,2019,9.0,6-10,2,1.0986122886681098
P00026856,C4,2008.0,13,0,0,0,2020.0,2024,14.0,11+,8,2.1972245773362196
P00026857,C1,2006.0,-1,1,0,0,2006.0,2009,1.5,0-2,7,2.0794415416798357
P00026857,C2,2006.0,-1,0,0,0,2010.0,2014,6.0,6-10,57,4.060443010546419
P00026857,C3,2006.0,-1,0,0,0,2015.0,2019,11.0,11+,66,4.204692619390966
P00026857,C4,2006.0,-1,0,0,0,2020.0,2024,16.0,11+,79,4.382026634673881
P00026859,C1,2002.0,-1,1,0,0,2002.0,2009,3.5,3-5,7,2.0794415416798357
P00026859,C2,2002.0,-1,0,0,0,2010.0,2014,10.0,6-10,57,4.060443010546419
P00026859,C3,2002.0,-1,0,0,0,2015.0,2019,15.0,11+,66,4.204692619390966
P00026859,C4,2002.0,-1,0,0,0,2020.0,2024,20.0,11+,79,4.382026634673881
P00026873,C1,2006.0,2,1,0,0,2006.0,2009,1.5,0-2,3,1.3862943611198906
P00026873,C2,2006.0,2,0,0,0,2010.0,2014,6.0,6-10,10,2.3978952727983707
P00026873,C3,2006.0,2,0,0,0,2015.0,2019,11.0,11+,28,3.367295829986474
P00026873,C4,2006.0,2,0,0,0,2020.0,2024,16.0,11+,10,2.3978952727983707
P00026874,C1,2001.0,-1,1,0,0,2001.0,2009,4.0,3-5,7,2.0794415416798357
P00026874,C2,2001.0,-1,0,0,0,2010.0,2014,11.0,11+,57,4.060443010546419
P00026874,C3,2001.0,-1,0,0,0,2015.0,2019,16.0,11+,66,4.204692619390966
P00026874,C4,2001.0,-1,0,0,0,2020.0,2024,21.0,11+,79,4.382026634673881
P00026875,C1,2004.0,2,1,0,0,2004.0,2009,2.5,3-5,4,1.6094379124341003
P00026875,C2,2004.0,2,0,0,0,2010.0,2014,8.0,6-10,10,2.3978952727983707
P00026875,C3,2004.0,2,0,0,0,2015.0,2019,13.0,11+,28,3.367295829986474
P00026875,C4,2004.0,2,0,0,0,2020.0,2024,18.0,11+,10,2.3978952727983707
P00026876,C1,2000.0,-1,1,0,0,2000.0,2009,4.5,3-5,7,2.0794415416798357
P00026876,C2,2000.0,-1,0,0,0,2010.0,2014,12.0,11+,57,4.060443010546419
P00026876,C3,2000.0,-1,0,0,0,2015.0,2019,17.0,11+,66,4.204692619390966
P00026876,C4,2000.0,-1,0,0,0,2020.0,2024,22.0,11+,79,4.382026634673881
P00026877,C1,2002.0,-1,1,0,0,2002.0,2009,3.5,3-5,7,2.0794415416798357
P00026877,C2,2002.0,-1,0,0,0,2010.0,2014,10.0,6-10,57,4.060443010546419
P00026877,C3,2002.0,-1,0,0,0,2015.0,2019,15.0,11+,66,4.204692619390966
P00026877,C4,2002.0,-1,0,0,0,2020.0,2024,20.0,11+,79,4.382026634673881
P00026878,C1,2006.0,2,1,0,0,2006.0,2009,1.5,0-2,3,1.3862943611198906
P00026878,C2,2006.0,2,0,0,0,2010.0,2014,6.0,6-10,10,2.3978952727983707
P00026878,C3,2006.0,2,0,0,0,2015.0,2019,11.0,11+,28,3.367295829986474
P00026878,C4,2006.0,2,0,0,0,2020.0,2024,16.0,11+,10,2.3978952727983707
P00026879,C1,2001.0,2,1,0,0,2001.0,2009,4.0,3-5,4,1.6094379124341003
P00026879,C2,2001.0,2,0,0,0,2010.0,2014,11.0,11+,10,2.3978952727983707
P00026879,C3,2001.0,2,0,0,0,2015.0,2019,16.0,11+,28,3.367295829986474
P00026879,C4,2001.0,2,0,0,0,2020.0,2024,21.0,11+,10,2.3978952727983707
P00026912,C1,2007.0,2,1,0,0,2007.0,2009,1.0,0-2,3,1.3862943611198906
P00026912,C2,2007.0,2,0,0,0,2010.0,2014,5.0,3-5,10,2.3978952727983707
P00026912,C3,2007.0,2,0,0,0,2015.0,2019,10.0,6-10,28,3.367295829986474
P00026912,C4,2007.0,2,0,0,0,2020.0,2024,15.0,11+,10,2.3978952727983707
P00026919,C1,1993.0,2,1,0,0,1993.0,2009,8.0,6-10,4,1.6094379124341003
P00026919,C2,1993.0,2,0,0,0,2010.0,2014,19.0,11+,10,2.3978952727983707
P00026919,C3,1993.0,2,0,0,0,2015.0,2019,24.0,11+,28,3.367295829986474
P00026919,C4,1993.0,2,0,0,0,2020.0,2024,29.0,11+,10,2.3978952727983707
P00026920,C1,1992.0,2,1,0,0,1992.0,2009,8.5,6-10,4,1.6094379124341003
P00026920,C2,1992.0,2,0,0,0,2010.0,2014,20.0,11+,10,2.3978952727983707
P00026920,C3,1992.0,2,0,0,0,2015.0,2019,25.0,11+,28,3.367295829986474
P00026920,C4,1992.0,2,0,0,0,2020.0,2024,30.0,11+,10,2.3978952727983707
P00026922,C1,1999.0,2,1,0,0,1999.0,2009,5.0,3-5,4,1.6094379124341003
P00026922,C2,1999.0,2,0,0,0,2010.0,2014,13.0,11+,10,2.3978952727983707
P00026922,C3,1999.0,2,0,0,0,2015.0,2019,18.0,11+,28,3.367295829986474
P00026922,C4,1999.0,2,0,0,0,2020.0,2024,23.0,11+,10,2.3978952727983707
P00026923,C1,1996.0,2,1,0,0,1996.0,2009,6.5,6-10,4,1.6094379124341003
P00026923,C2,1996.0,2,0,0,0,2010.0,2014,16.0,11+,10,2.3978952727983707
P00026923,C3,1996.0,2,0,0,0,2015.0,2019,21.0,11+,28,3.367295829986474
P00026923,C4,1996.0,2,0,0,0,2020.0,2024,26.0,11+,10,2.3978952727983707
P00026924,C1,2006.0,2,1,0,0,2006.0,2009,1.5,0-2,3,1.3862943611198906
P00026924,C2,2006.0,2,0,0,0,2010.0,2014,6.0,6-10,10,2.3978952727983707
P00026924,C3,2006.0,2,0,0,0,2015.0,2019,11.0,11+,28,3.367295829986474
P00026924,C4,2006.0,2,0,0,0,2020.0,2024,16.0,11+,10,2.3978952727983707
P00026936,C1,2002.0,13,1,0,0,2002.0,2009,3.5,3-5,1,0.6931471805599453
P00026936,C2,2002.0,13,0,0,0,2010.0,2014,10.0,6-10,1,0.6931471805599453
P00026936,C3,2002.0,13,0,0,0,2015.0,2019,15.0,11+,2,1.0986122886681098
P00026936,C4,2002.0,13,0,0,0,2020.0,2024,20.0,11+,8,2.1972245773362196
P00026949,C1,2006.0,-1,1,0,0,2006.0,2009,1.5,0-2,7,2.0794415416798357
P00026949,C2,2006.0,-1,0,0,0,2010.0,2014,6.0,6-10,57,4.060443010546419
P00026949,C3,2006.0,-1,0,0,0,2015.0,2019,11.0,11+,66,4.204692619390966
P00026949,C4,2006.0,-1,0,0,0,2020.0,2024,16.0,11+,79,4.382026634673881
P00026950,C1,2008.0,2,1,0,0,2008.0,2009,0.5,0-2,3,1.3862943611198906
P00026950,C2,2008.0,2,0,0,0,2010.0,2014,4.0,3-5,10,2.3978952727983707
P00026950,C3,2008.0,2,0,0,0,2015.0,2019,9.0,6-10,28,3.367295829986474
P00026950,C4,2008.0,2,0,0,0,2020.0,2024,14.0,11+,10,2.3978952727983707
P00026951,C1,2007.0,2,1,0,0,2007.0,2009,1.0,0-2,3,1.3862943611198906
P00026951,C2,2007.0,2,0,0,0,2010.0,2014,5.0,3-5,10,2.3978952727983707
P00026951,C3,2007.0,2,0,0,0,2015.0,2019,10.0,6-10,28,3.367295829986474
P00026951,C4,2007.0,2,0,0,0,2020.0,2024,15.0,11+,10,2.3978952727983707
P00026952,C1,2002.0,13,1,0,0,2002.0,2009,3.5,3-5,1,0.6931471805599453
P00026952,C2,2002.0,13,0,0,0,2010.0,2014,10.0,6-10,1,0.6931471805599453
P00026952,C3,2002.0,13,0,0,0,2015.0,2019,15.0,11+,2,1.0986122886681098
P00026952,C4,2002.0,13,0,0,0,2020.0,2024,20.0,11+,8,2.1972245773362196
P00026978,C1,2000.0,13,1,0,0,2000.0,2009,4.5,3-5,1,0.6931471805599453
P00026978,C2,2000.0,13,0,0,0,2010.0,2014,12.0,11+,1,0.6931471805599453
P00026978,C3,2000.0,13,0,0,0,2015.0,2019,17.0,11+,2,1.0986122886681098
P00026978,C4,2000.0,13,0,0,0,2020.0,2024,22.0,11+,8,2.1972245773362196
P00026979,C1,2000.0,13,1,0,0,2000.0,2009,4.5,3-5,1,0.6931471805599453
P00026979,C2,2000.0,13,0,0,0,2010.0,2014,12.0,11+,1,0.6931471805599453
P00026979,C3,2000.0,13,0,0,0,2015.0,2019,17.0,11+,2,1.0986122886681098
P00026979,C4,2000.0,13,0,0,0,2020.0,2024,22.0,11+,8,2.1972245773362196
P00026981,C1,1997.0,13,1,0,0,1997.0,2009,6.0,6-10,1,0.6931471805599453
P00026981,C2,1997.0,13,0,0,0,2010.0,2014,15.0,11+,1,0.6931471805599453
P00026981,C3,1997.0,13,0,0,0,2015.0,2019,20.0,11+,2,1.0986122886681098
P00026981,C4,1997.0,13,0,0,0,2020.0,2024,25.0,11+,8,2.1972245773362196
P00026982,C1,2000.0,13,1,0,0,2000.0,2009,4.5,3-5,1,0.6931471805599453
P00026982,C2,2000.0,13,0,0,0,2010.0,2014,12.0,11+,1,0.6931471805599453
P00026982,C3,2000.0,13,0,0,0,2015.0,2019,17.0,11+,2,1.0986122886681098
P00026982,C4,2000.0,13,0,0,0,2020.0,2024,22.0,11+,8,2.1972245773362196
P00026984,C1,1996.0,13,1,0,0,1996.0,2009,6.5,6-10,1,0.6931471805599453
P00026984,C2,1996.0,13,0,0,0,2010.0,2014,16.0,11+,1,0.6931471805599453
P00026984,C3,1996.0,13,0,0,0,2015.0,2019,21.0,11+,2,1.0986122886681098
P00026984,C4,1996.0,13,0,0,0,2020.0,2024,26.0,11+,8,2.1972245773362196
P00026985,C1,2003.0,13,1,0,0,2003.0,2009,3.0,3-5,1,0.6931471805599453
P00026985,C2,2003.0,13,0,0,0,2010.0,2014,9.0,6-10,1,0.6931471805599453
P00026985,C3,2003.0,13,0,0,0,2015.0,2019,14.0,11+,2,1.0986122886681098
P00026985,C4,2003.0,13,0,0,0,2020.0,2024,19.0,11+,8,2.1972245773362196
P00026987,C1,2002.0,13,1,0,0,2002.0,2009,3.5,3-5,1,0.6931471805599453
P00026987,C2,2002.0,13,0,0,0,2010.0,2014,10.0,6-10,1,0.6931471805599453
P00026987,C3,2002.0,13,0,0,0,2015.0,2019,15.0,11+,2,1.0986122886681098
P00026987,C4,2002.0,13,0,0,0,2020.0,2024,20.0,11+,8,2.1972245773362196
P00026988,C1,2006.0,13,1,0,0,2006.0,2009,1.5,0-2,1,0.6931471805599453
P00026988,C2,2006.0,13,0,0,0,2010.0,2014,6.0,6-10,1,0.6931471805599453
P00026988,C3,2006.0,13,0,0,0,2015.0,2019,11.0,11+,2,1.0986122886681098
P00026988,C4,2006.0,13,0,0,0,2020.0,2024,16.0,11+,8,2.1972245773362196
P00026989,C1,2004.0,13,1,0,0,2004.0,2009,2.5,3-5,1,0.6931471805599453
P00026989,C2,2004.0,13,0,0,0,2010.0,2014,8.0,6-10,1,0.6931471805599453
P00026989,C3,2004.0,13,0,0,0,2015.0,2019,13.0,11+,2,1.0986122886681098
P00026989,C4,2004.0,13,0,0,0,2020.0,2024,18.0,11+,8,2.1972245773362196
P00026990,C1,2006.0,13,1,0,0,2006.0,2009,1.5,0-2,1,0.6931471805599453
P00026990,C2,2006.0,13,0,0,0,2010.0,2014,6.0,6-10,1,0.6931471805599453
P00026990,C3,2006.0,13,0,0,0,2015.0,2019,11.0,11+,2,1.0986122886681098
P00026990,C4,2006.0,13,0,0,0,2020.0,2024,16.0,11+,8,2.1972245773362196
P00026991,C1,1973.0,13,1,0,0,1973.0,2009,18.0,11+,1,0.6931471805599453
P00026991,C2,1973.0,13,0,0,0,2010.0,2014,39.0,11+,1,0.6931471805599453
P00026991,C3,1973.0,13,0,0,0,2015.0,2019,44.0,11+,2,1.0986122886681098
P00026991,C4,1973.0,13,0,0,0,2020.0,2024,49.0,11+,8,2.1972245773362196
P00026992,C1,2007.0,13,1,0,0,2007.0,2009,1.0,0-2,1,0.6931471805599453
P00026992,C2,2007.0,13,0,0,0,2010.0,2014,5.0,3-5,1,0.6931471805599453
P00026992,C3,2007.0,13,0,0,0,2015.0,2019,10.0,6-10,2,1.0986122886681098
P00026992,C4,2007.0,13,0,0,0,2020.0,2024,15.0,11+,8,2.1972245773362196
P00027002,C1,1995.0,-1,1,0,0,1995.0,2009,7.0,6-10,7,2.0794415416798357
P00027002,C2,1995.0,-1,0,0,0,2010.0,2014,17.0,11+,57,4.060443010546419
P00027002,C3,1995.0,-1,0,0,0,2015.0,2019,22.0,11+,66,4.204692619390966
P00027002,C4,1995.0,-1,0,0,0,2020.0,2024,27.0,11+,79,4.382026634673881
P00027004,C1,2002.0,2,1,0,0,2002.0,2009,3.5,3-5,4,1.6094379124341003
P00027004,C2,2002.0,2,0,1,1,2010.0,2014,10.0,6-10,10,2.3978952727983707
P00027004,C3,2002.0,2,0,0,0,2015.0,2019,15.0,11+,28,3.367295829986474
P00027004,C4,2002.0,2,0,0,0,2020.0,2024,20.0,11+,10,2.3978952727983707
P00027005,C1,1998.0,2,1,0,0,1998.0,2009,5.5,6-10,4,1.6094379124341003
P00027005,C2,1998.0,2,0,0,0,2010.0,2014,14.0,11+,10,2.3978952727983707
P00027005,C3,1998.0,2,0,0,0,2015.0,2019,19.0,11+,28,3.367295829986474
P00027005,C4,1998.0,2,0,0,0,2020.0,2024,24.0,11+,10,2.3978952727983707
P00027006,C1,2007.0,2,1,0,0,2007.0,2009,1.0,0-2,3,1.3862943611198906
P00027006,C2,2007.0,2,0,0,0,2010.0,2014,5.0,3-5,10,2.3978952727983707
P00027006,C3,2007.0,2,0,0,0,2015.0,2019,10.0,6-10,28,3.367295829986474
P00027006,C4,2007.0,2,0,0,0,2020.0,2024,15.0,11+,10,2.3978952727983707
P00027009,C1,2006.0,2,1,0,0,2006.0,2009,1.5,0-2,3,1.3862943611198906
P00027009,C2,2006.0,2,0,0,0,2010.0,2014,6.0,6-10,10,2.3978952727983707
P00027009,C3,2006.0,2,0,0,0,2015.0,2019,11.0,11+,28,3.367295829986474
P00027009,C4,2006.0,2,0,0,0,2020.0,2024,16.0,11+,10,2.3978952727983707
P00027041,C1,2007.0,3,1,0,0,2007.0,2009,1.0,0-2,1,0.6931471805599453
P00027041,C2,2007.0,3,0,0,0,2010.0,2014,5.0,3-5,5,1.791759469228055
P00027041,C3,2007.0,3,0,0,0,2015.0,2019,10.0,6-10,6,1.9459101490553132
P00027041,C4,2007.0,3,0,0,0,2020.0,2024,15.0,11+,10,2.3978952727983707
P00027053,C1,2001.0,27,1,0,0,2001.0,2009,4.0,3-5,1,0.6931471805599453
P00027053,C2,2001.0,27,0,0,0,2010.0,2014,11.0,11+,1,0.6931471805599453
P00027053,C3,2001.0,27,0,0,0,2015.0,2019,16.0,11+,3,1.3862943611198906
P00027053,C4,2001.0,27,0,0,0,2020.0,2024,21.0,11+,2,1.0986122886681098
P00027059,C1,1993.0,-1,1,0,0,1993.0,2009,8.0,6-10,7,2.0794415416798357
P00027059,C2,1993.0,-1,0,0,0,2010.0,2014,19.0,11+,57,4.060443010546419
P00027059,C3,1993.0,-1,0,0,0,2015.0,2019,24.0,11+,66,4.204692619390966
P00027059,C4,1993.0,-1,0,0,0,2020.0,2024,29.0,11+,79,4.382026634673881
P00027063,C1,2000.0,-1,1,0,0,2000.0,2009,4.5,3-5,7,2.0794415416798357
P00027063,C2,2000.0,-1,0,0,0,2010.0,2014,12.0,11+,57,4.060443010546419
P00027063,C3,2000.0,-1,0,0,0,2015.0,2019,17.0,11+,66,4.204692619390966
P00027063,C4,2000.0,-1,0,0,0,2020.0,2024,22.0,11+,79,4.382026634673881
P00027068,C1,2002.0,2,1,0,0,2002.0,2009,3.5,3-5,4,1.6094379124341003
P00027068,C2,2002.0,2,0,0,0,2010.0,2014,10.0,6-10,10,2.3978952727983707
P00027068,C3,2002.0,2,0,0,0,2015.0,2019,15.0,11+,28,3.367295829986474
P00027068,C4,2002.0,2,0,0,0,2020.0,2024,20.0,11+,10,2.3978952727983707
P00027069,C1,2003.0,13,1,0,0,2003.0,2009,3.0,3-5,1,0.6931471805599453
P00027069,C2,2003.0,13,0,0,0,2010.0,2014,9.0,6-10,1,0.6931471805599453
P00027069,C3,2003.0,13,0,0,0,2015.0,2019,14.0,11+,2,1.0986122886681098
P00027069,C4,2003.0,13,0,0,0,2020.0,2024,19.0,11+,8,2.1972245773362196
P00027071,C1,2000.0,-1,1,0,0,2000.0,2009,4.5,3-5,7,2.0794415416798357
P00027071,C2,2000.0,-1,0,0,0,2010.0,2014,12.0,11+,57,4.060443010546419
P00027071,C3,2000.0,-1,0,0,0,2015.0,2019,17.0,11+,66,4.204692619390966
P00027071,C4,2000.0,-1,0,0,0,2020.0,2024,22.0,11+,79,4.382026634673881
