paper_uid_after_direct_w,cohort,target_year,target_topic,partial,eng_cite_count,Y_jc,obs_start,obs_end,age_jc,age_bin,N_topic_jc,ln_offset
P00258054,C1,2006.0,0,1,0,0,2006.0,2009,1.5,0-2,15,2.772588722239781
P00258054,C2,2006.0,0,0,0,0,2010.0,2014,6.0,6-10,47,3.871201010907891
P00258054,C3,2006.0,0,0,0,0,2015.0,2019,11.0,11+,59,4.0943445622221
P00258054,C4,2006.0,0,0,0,0,2020.0,2024,16.0,11+,61,4.127134385045092
P00258057,C2,2013.0,0,1,0,0,2013.0,2014,0.5,0-2,20,3.044522437723423
P00258057,C3,2013.0,0,0,0,0,2015.0,2019,4.0,3-5,59,4.0943445622221
P00258057,C4,2013.0,0,0,0,0,2020.0,2024,9.0,6-10,61,4.127134385045092
P00258067,C1,2007.0,0,1,0,0,2007.0,2009,1.0,0-2,15,2.772588722239781
P00258067,C2,2007.0,0,0,0,0,2010.0,2014,5.0,3-5,47,3.871201010907891
P00258067,C3,2007.0,0,0,0,0,2015.0,2019,10.0,6-10,59,4.0943445622221
P00258067,C4,2007.0,0,0,0,0,2020.0,2024,15.0,11+,61,4.127134385045092
P00258068,C1,2006.0,9,1,0,0,2006.0,2009,1.5,0-2,0,0.0
P00258068,C2,2006.0,9,0,0,0,2010.0,2014,6.0,6-10,3,1.3862943611198906
P00258068,C3,2006.0,9,0,0,0,2015.0,2019,11.0,11+,5,1.791759469228055
P00258068,C4,2006.0,9,0,0,0,2020.0,2024,16.0,11+,5,1.791759469228055
P00258071,C1,2001.0,-1,1,0,0,2001.0,2009,4.0,3-5,7,2.0794415416798357
P00258071,C2,2001.0,-1,0,0,0,2010.0,2014,11.0,11+,57,4.060443010546419
P00258071,C3,2001.0,-1,0,0,0,2015.0,2019,16.0,11+,66,4.204692619390966
P00258071,C4,2001.0,-1,0,0,0,2020.0,2024,21.0,11+,79,4.382026634673881
P00258072,C1,2002.0,0,1,0,0,2002.0,2009,3.5,3-5,16,2.833213344056216
P00258072,C2,2002.0,0,0,0,0,2010.0,2014,10.0,6-10,47,3.871201010907891
P00258072,C3,2002.0,0,0,0,0,2015.0,2019,15.0,11+,59,4.0943445622221
P00258072,C4,2002.0,0,0,0,0,2020.0,2024,20.0,11+,61,4.127134385045092
P00258073,C1,2004.0,0,1,0,0,2004.0,2009,2.5,3-5,16,2.833213344056216
P00258073,C2,2004.0,0,0,0,0,2010.0,2014,8.0,6-10,47,3.871201010907891
P00258073,C3,2004.0,0,0,0,0,2015.0,2019,13.0,11+,59,4.0943445622221
P00258073,C4,2004.0,0,0,0,0,2020.0,2024,18.0,11+,61,4.127134385045092
P00258082,C1,2004.0,-1,1,0,0,2004.0,2009,2.5,3-5,7,2.0794415416798357
P00258082,C2,2004.0,-1,0,0,0,2010.0,2014,8.0,6-10,57,4.060443010546419
P00258082,C3,2004.0,-1,0,0,0,2015.0,2019,13.0,11+,66,4.204692619390966
P00258082,C4,2004.0,-1,0,0,0,2020.0,2024,18.0,11+,79,4.382026634673881
P00258136,C1,1950.0,-1,1,0,0,1950.0,2009,29.5,11+,7,2.0794415416798357
P00258136,C2,1950.0,-1,0,0,0,2010.0,2014,62.0,11+,57,4.060443010546419
P00258136,C3,1950.0,-1,0,0,0,2015.0,2019,67.0,11+,66,4.204692619390966
P00258136,C4,1950.0,-1,0,0,0,2020.0,2024,72.0,11+,79,4.382026634673881
P00258140,C1,1950.0,4,1,0,0,1950.0,2009,29.5,11+,1,0.6931471805599453
P00258140,C2,1950.0,4,0,0,0,2010.0,2014,62.0,11+,5,1.791759469228055
P00258140,C3,1950.0,4,0,0,0,2015.0,2019,67.0,11+,12,2.5649493574615367
P00258140,C4,1950.0,4,0,0,0,2020.0,2024,72.0,11+,5,1.791759469228055
P00258152,C2,2014.0,4,1,0,0,2014.0,2014,0.0,0-2,1,0.6931471805599453
P00258152,C3,2014.0,4,0,0,0,2015.0,2019,3.0,3-5,12,2.5649493574615367
P00258152,C4,2014.0,4,0,0,0,2020.0,2024,8.0,6-10,5,1.791759469228055
P00258153,C2,2014.0,18,1,0,0,2014.0,2014,0.0,0-2,2,1.0986122886681098
P00258153,C3,2014.0,18,0,0,0,2015.0,2019,3.0,3-5,3,1.3862943611198906
P00258153,C4,2014.0,18,0,0,0,2020.0,2024,8.0,6-10,2,1.0986122886681098
P00258162,C1,2007.0,-1,1,0,0,2007.0,2009,1.0,0-2,7,2.0794415416798357
P00258162,C2,2007.0,-1,0,0,0,2010.0,2014,5.0,3-5,57,4.060443010546419
P00258162,C3,2007.0,-1,0,0,0,2015.0,2019,10.0,6-10,66,4.204692619390966
P00258162,C4,2007.0,-1,0,0,0,2020.0,2024,15.0,11+,79,4.382026634673881
P00258164,C1,1992.0,20,1,0,0,1992.0,2009,8.5,6-10,0,0.0
P00258164,C2,1992.0,20,0,0,0,2010.0,2014,20.0,11+,0,0.0
P00258164,C3,1992.0,20,0,0,0,2015.0,2019,25.0,11+,0,0.0
P00258164,C4,1992.0,20,0,0,0,2020.0,2024,30.0,11+,0,0.0
P00258165,C1,2002.0,11,1,0,0,2002.0,2009,3.5,3-5,1,0.6931471805599453
P00258165,C2,2002.0,11,0,0,0,2010.0,2014,10.0,6-10,4,1.6094379124341003
P00258165,C3,2002.0,11,0,0,0,2015.0,2019,15.0,11+,9,2.302585092994046
P00258165,C4,2002.0,11,0,0,0,2020.0,2024,20.0,11+,5,1.791759469228055
P00258166,C1,1999.0,38,1,0,0,1999.0,2009,5.0,3-5,0,0.0
P00258166,C2,1999.0,38,0,0,0,2010.0,2014,13.0,11+,1,0.6931471805599453
P00258166,C3,1999.0,38,0,0,0,2015.0,2019,18.0,11+,1,0.6931471805599453
P00258166,C4,1999.0,38,0,0,0,2020.0,2024,23.0,11+,0,0.0
P00258169,C2,2014.0,24,1,0,0,2014.0,2014,0.0,0-2,0,0.0
P00258169,C3,2014.0,24,0,0,0,2015.0,2019,3.0,3-5,0,0.0
P00258169,C4,2014.0,24,0,0,0,2020.0,2024,8.0,6-10,2,1.0986122886681098
P00258170,C2,2012.0,-1,1,0,0,2012.0,2014,1.0,0-2,39,3.6888794541139363
P00258170,C3,2012.0,-1,0,0,0,2015.0,2019,5.0,3-5,66,4.204692619390966
P00258170,C4,2012.0,-1,0,0,0,2020.0,2024,10.0,6-10,79,4.382026634673881
P00258171,C2,2014.0,-1,1,0,0,2014.0,2014,0.0,0-2,13,2.6390573296152584
P00258171,C3,2014.0,-1,0,0,0,2015.0,2019,3.0,3-5,66,4.204692619390966
P00258171,C4,2014.0,-1,0,0,0,2020.0,2024,8.0,6-10,79,4.382026634673881
P00258172,C2,2013.0,0,1,0,0,2013.0,2014,0.5,0-2,20,3.044522437723423
P00258172,C3,2013.0,0,0,0,0,2015.0,2019,4.0,3-5,59,4.0943445622221
P00258172,C4,2013.0,0,0,0,0,2020.0,2024,9.0,6-10,61,4.127134385045092
P00258173,C2,2013.0,1,1,0,0,2013.0,2014,0.5,0-2,3,1.3862943611198906
P00258173,C3,2013.0,1,0,0,0,2015.0,2019,4.0,3-5,4,1.6094379124341003
P00258173,C4,2013.0,1,0,0,0,2020.0,2024,9.0,6-10,9,2.302585092994046
P00258174,C2,2013.0,0,1,0,0,2013.0,2014,0.5,0-2,20,3.044522437723423
P00258174,C3,2013.0,0,0,0,0,2015.0,2019,4.0,3-5,59,4.0943445622221
P00258174,C4,2013.0,0,0,0,0,2020.0,2024,9.0,6-10,61,4.127134385045092
P00258176,C1,1989.0,0,1,0,0,1989.0,2009,10.0,6-10,17,2.8903717578961645
P00258176,C2,1989.0,0,0,0,0,2010.0,2014,23.0,11+,47,3.871201010907891
P00258176,C3,1989.0,0,0,0,0,2015.0,2019,28.0,11+,59,4.0943445622221
P00258176,C4,1989.0,0,0,0,0,2020.0,2024,33.0,11+,61,4.127134385045092
P00258177,C2,2013.0,0,1,0,0,2013.0,2014,0.5,0-2,20,3.044522437723423
P00258177,C3,2013.0,0,0,0,0,2015.0,2019,4.0,3-5,59,4.0943445622221
P00258177,C4,2013.0,0,0,0,0,2020.0,2024,9.0,6-10,61,4.127134385045092
P00258178,C2,2013.0,20,1,0,0,2013.0,2014,0.5,0-2,0,0.0
P00258178,C3,2013.0,20,0,0,0,2015.0,2019,4.0,3-5,0,0.0
P00258178,C4,2013.0,20,0,0,0,2020.0,2024,9.0,6-10,0,0.0
P00258180,C1,2004.0,-1,1,0,0,2004.0,2009,2.5,3-5,7,2.0794415416798357
P00258180,C2,2004.0,-1,0,0,0,2010.0,2014,8.0,6-10,57,4.060443010546419
P00258180,C3,2004.0,-1,0,0,0,2015.0,2019,13.0,11+,66,4.204692619390966
P00258180,C4,2004.0,-1,0,0,0,2020.0,2024,18.0,11+,79,4.382026634673881
P00258181,C1,1990.0,21,1,0,0,1990.0,2009,9.5,6-10,0,0.0
P00258181,C2,1990.0,21,0,0,0,2010.0,2014,22.0,11+,0,0.0
P00258181,C3,1990.0,21,0,0,0,2015.0,2019,27.0,11+,0,0.0
P00258181,C4,1990.0,21,0,0,0,2020.0,2024,32.0,11+,0,0.0
P00258183,C1,1973.0,20,1,0,0,1973.0,2009,18.0,11+,0,0.0
P00258183,C2,1973.0,20,0,0,0,2010.0,2014,39.0,11+,0,0.0
P00258183,C3,1973.0,20,0,0,0,2015.0,2019,44.0,11+,0,0.0
P00258183,C4,1973.0,20,0,0,0,2020.0,2024,49.0,11+,0,0.0
P00258185,C2,2012.0,-1,1,0,0,2012.0,2014,1.0,0-2,39,3.6888794541139363
P00258185,C3,2012.0,-1,0,0,0,2015.0,2019,5.0,3-5,66,4.204692619390966
P00258185,C4,2012.0,-1,0,0,0,2020.0,2024,10.0,6-10,79,4.382026634673881
P00258186,C2,2013.0,0,1,0,0,2013.0,2014,0.5,0-2,20,3.044522437723423
P00258186,C3,2013.0,0,0,0,0,2015.0,2019,4.0,3-5,59,4.0943445622221
P00258186,C4,2013.0,0,0,0,0,2020.0,2024,9.0,6-10,61,4.127134385045092
P00258188,C1,1986.0,-1,1,0,0,1986.0,2009,11.5,11+,7,2.0794415416798357
P00258188,C2,1986.0,-1,0,0,0,2010.0,2014,26.0,11+,57,4.060443010546419
P00258188,C3,1986.0,-1,0,0,0,2015.0,2019,31.0,11+,66,4.204692619390966
P00258188,C4,1986.0,-1,0,0,0,2020.0,2024,36.0,11+,79,4.382026634673881
P00258191,C2,2012.0,13,1,0,0,2012.0,2014,1.0,0-2,0,0.0
P00258191,C3,2012.0,13,0,0,0,2015.0,2019,5.0,3-5,2,1.0986122886681098
P00258191,C4,2012.0,13,0,0,0,2020.0,2024,10.0,6-10,8,2.1972245773362196
P00258192,C2,2013.0,0,1,0,0,2013.0,2014,0.5,0-2,20,3.044522437723423
P00258192,C3,2013.0,0,0,0,0,2015.0,2019,4.0,3-5,59,4.0943445622221
P00258192,C4,2013.0,0,0,0,0,2020.0,2024,9.0,6-10,61,4.127134385045092
P00258193,C2,2012.0,0,1,0,0,2012.0,2014,1.0,0-2,28,3.367295829986474
P00258193,C3,2012.0,0,0,0,0,2015.0,2019,5.0,3-5,59,4.0943445622221
P00258193,C4,2012.0,0,0,0,0,2020.0,2024,10.0,6-10,61,4.127134385045092
P00258194,C1,1977.0,21,1,0,0,1977.0,2009,16.0,11+,0,0.0
P00258194,C2,1977.0,21,0,0,0,2010.0,2014,35.0,11+,0,0.0
P00258194,C3,1977.0,21,0,0,0,2015.0,2019,40.0,11+,0,0.0
P00258194,C4,1977.0,21,0,0,0,2020.0,2024,45.0,11+,0,0.0
P00258197,C2,2010.0,-1,1,0,0,2010.0,2014,2.0,0-2,57,4.060443010546419
P00258197,C3,2010.0,-1,0,0,0,2015.0,2019,7.0,6-10,66,4.204692619390966
P00258197,C4,2010.0,-1,0,0,0,2020.0,2024,12.0,11+,79,4.382026634673881
P00258198,C2,2010.0,-1,1,0,0,2010.0,2014,2.0,0-2,57,4.060443010546419
P00258198,C3,2010.0,-1,0,0,0,2015.0,2019,7.0,6-10,66,4.204692619390966
P00258198,C4,2010.0,-1,0,0,0,2020.0,2024,12.0,11+,79,4.382026634673881
P00258199,C2,2010.0,13,1,0,0,2010.0,2014,2.0,0-2,1,0.6931471805599453
P00258199,C3,2010.0,13,0,0,0,2015.0,2019,7.0,6-10,2,1.0986122886681098
P00258199,C4,2010.0,13,0,0,0,2020.0,2024,12.0,11+,8,2.1972245773362196
P00258200,C2,2010.0,13,1,0,0,2010.0,2014,2.0,0-2,1,0.6931471805599453
P00258200,C3,2010.0,13,0,0,0,2015.0,2019,7.0,6-10,2,1.0986122886681098
P00258200,C4,2010.0,13,0,0,0,2020.0,2024,12.0,11+,8,2.1972245773362196
P00258201,C2,2011.0,0,1,0,0,2011.0,2014,1.5,0-2,39,3.6888794541139363
P00258201,C3,2011.0,0,0,0,0,2015.0,2019,6.0,6-10,59,4.0943445622221
P00258201,C4,2011.0,0,0,0,0,2020.0,2024,11.0,11+,61,4.127134385045092
P00258222,C1,2006.0,0,1,0,0,2006.0,2009,1.5,0-2,15,2.772588722239781
P00258222,C2,2006.0,0,0,0,0,2010.0,2014,6.0,6-10,47,3.871201010907891
P00258222,C3,2006.0,0,0,0,0,2015.0,2019,11.0,11+,59,4.0943445622221
P00258222,C4,2006.0,0,0,0,0,2020.0,2024,16.0,11+,61,4.127134385045092
P00258234,C1,1991.0,1,1,0,0,1991.0,2009,9.0,6-10,2,1.0986122886681098
P00258234,C2,1991.0,1,0,0,0,2010.0,2014,21.0,11+,3,1.3862943611198906
P00258234,C3,1991.0,1,0,0,0,2015.0,2019,26.0,11+,4,1.6094379124341003
P00258234,C4,1991.0,1,0,0,0,2020.0,2024,31.0,11+,9,2.302585092994046
P00258235,C1,1989.0,1,1,0,0,1989.0,2009,10.0,6-10,2,1.0986122886681098
P00258235,C2,1989.0,1,0,0,0,2010.0,2014,23.0,11+,3,1.3862943611198906
P00258235,C3,1989.0,1,0,0,0,2015.0,2019,28.0,11+,4,1.6094379124341003
P00258235,C4,1989.0,1,0,0,0,2020.0,2024,33.0,11+,9,2.302585092994046
P00258237,C2,2013.0,4,1,0,0,2013.0,2014,0.5,0-2,2,1.0986122886681098
P00258237,C3,2013.0,4,0,0,0,2015.0,2019,4.0,3-5,12,2.5649493574615367
P00258237,C4,2013.0,4,0,0,0,2020.0,2024,9.0,6-10,5,1.791759469228055
P00258238,C1,1992.0,4,1,0,0,1992.0,2009,8.5,6-10,1,0.6931471805599453
P00258238,C2,1992.0,4,0,0,0,2010.0,2014,20.0,11+,5,1.791759469228055
P00258238,C3,1992.0,4,0,0,0,2015.0,2019,25.0,11+,12,2.5649493574615367
P00258238,C4,1992.0,4,0,0,0,2020.0,2024,30.0,11+,5,1.791759469228055
P00258240,C1,2002.0,1,1,0,0,2002.0,2009,3.5,3-5,2,1.0986122886681098
P00258240,C2,2002.0,1,0,0,0,2010.0,2014,10.0,6-10,3,1.3862943611198906
P00258240,C3,2002.0,1,0,0,0,2015.0,2019,15.0,11+,4,1.6094379124341003
P00258240,C4,2002.0,1,0,0,0,2020.0,2024,20.0,11+,9,2.302585092994046
P00258242,C1,2000.0,-1,1,0,0,2000.0,2009,4.5,3-5,7,2.0794415416798357
P00258242,C2,2000.0,-1,0,0,0,2010.0,2014,12.0,11+,57,4.060443010546419
P00258242,C3,2000.0,-1,0,0,0,2015.0,2019,17.0,11+,66,4.204692619390966
P00258242,C4,2000.0,-1,0,0,0,2020.0,2024,22.0,11+,79,4.382026634673881
P00258243,C1,2000.0,1,1,0,0,2000.0,2009,4.5,3-5,2,1.0986122886681098
P00258243,C2,2000.0,1,0,0,0,2010.0,2014,12.0,11+,3,1.3862943611198906
P00258243,C3,2000.0,1,0,0,0,2015.0,2019,17.0,11+,4,1.6094379124341003
P00258243,C4,2000.0,1,0,0,0,2020.0,2024,22.0,11+,9,2.302585092994046
P00258244,C1,2004.0,4,1,0,0,2004.0,2009,2.5,3-5,1,0.6931471805599453
P00258244,C2,2004.0,4,0,0,0,2010.0,2014,8.0,6-10,5,1.791759469228055
P00258244,C3,2004.0,4,0,0,0,2015.0,2019,13.0,11+,12,2.5649493574615367
P00258244,C4,2004.0,4,0,0,0,2020.0,2024,18.0,11+,5,1.791759469228055
P00258245,C2,2011.0,6,1,0,0,2011.0,2014,1.5,0-2,0,0.0
P00258245,C3,2011.0,6,0,0,0,2015.0,2019,6.0,6-10,2,1.0986122886681098
P00258245,C4,2011.0,6,0,0,0,2020.0,2024,11.0,11+,1,0.6931471805599453
P00258270,C1,2002.0,13,1,0,0,2002.0,2009,3.5,3-5,1,0.6931471805599453
P00258270,C2,2002.0,13,0,0,0,2010.0,2014,10.0,6-10,1,0.6931471805599453
P00258270,C3,2002.0,13,0,0,0,2015.0,2019,15.0,11+,2,1.0986122886681098
P00258270,C4,2002.0,13,0,0,0,2020.0,2024,20.0,11+,8,2.1972245773362196
P00258276,C1,1996.0,23,1,0,0,1996.0,2009,6.5,6-10,0,0.0
P00258276,C2,1996.0,23,0,0,0,2010.0,2014,16.0,11+,1,0.6931471805599453
P00258276,C3,1996.0,23,0,0,0,2015.0,2019,21.0,11+,1,0.6931471805599453
P00258276,C4,1996.0,23,0,0,0,2020.0,2024,26.0,11+,1,0.6931471805599453
P00258288,C1,2009.0,-1,1,0,0,2009.0,2009,0.0,0-2,3,1.3862943611198906
P00258288,C2,2009.0,-1,0,0,0,2010.0,2014,3.0,3-5,57,4.060443010546419
P00258288,C3,2009.0,-1,0,0,0,2015.0,2019,8.0,6-10,66,4.204692619390966
P00258288,C4,2009.0,-1,0,0,0,2020.0,2024,13.0,11+,79,4.382026634673881
P00258338,C1,2008.0,1,1,0,0,2008.0,2009,0.5,0-2,2,1.0986122886681098
P00258338,C2,2008.0,1,0,0,0,2010.0,2014,4.0,3-5,3,1.3862943611198906
P00258338,C3,2008.0,1,0,0,0,2015.0,2019,9.0,6-10,4,1.6094379124341003
P00258338,C4,2008.0,1,0,0,0,2020.0,2024,14.0,11+,9,2.302585092994046
P00258339,C1,2000.0,-1,1,0,0,2000.0,2009,4.5,3-5,7,2.0794415416798357
P00258339,C2,2000.0,-1,0,0,0,2010.0,2014,12.0,11+,57,4.060443010546419
P00258339,C3,2000.0,-1,0,0,0,2015.0,2019,17.0,11+,66,4.204692619390966
P00258339,C4,2000.0,-1,0,0,0,2020.0,2024,22.0,11+,79,4.382026634673881
P00258340,C2,2011.0,4,1,0,0,2011.0,2014,1.5,0-2,3,1.3862943611198906
P00258340,C3,2011.0,4,0,0,0,2015.0,2019,6.0,6-10,12,2.5649493574615367
P00258340,C4,2011.0,4,0,0,0,2020.0,2024,11.0,11+,5,1.791759469228055
P00258342,C1,2004.0,-1,1,0,0,2004.0,2009,2.5,3-5,7,2.0794415416798357
P00258342,C2,2004.0,-1,0,0,0,2010.0,2014,8.0,6-10,57,4.060443010546419
P00258342,C3,2004.0,-1,0,0,0,2015.0,2019,13.0,11+,66,4.204692619390966
P00258342,C4,2004.0,-1,0,0,0,2020.0,2024,18.0,11+,79,4.382026634673881
P00258343,C1,2009.0,4,1,0,0,2009.0,2009,0.0,0-2,0,0.0
P00258343,C2,2009.0,4,0,0,0,2010.0,2014,3.0,3-5,5,1.791759469228055
P00258343,C3,2009.0,4,0,0,0,2015.0,2019,8.0,6-10,12,2.5649493574615367
P00258343,C4,2009.0,4,0,0,0,2020.0,2024,13.0,11+,5,1.791759469228055
P00258346,C1,2004.0,9,1,0,0,2004.0,2009,2.5,3-5,0,0.0
P00258346,C2,2004.0,9,0,0,0,2010.0,2014,8.0,6-10,3,1.3862943611198906
P00258346,C3,2004.0,9,0,0,0,2015.0,2019,13.0,11+,5,1.791759469228055
P00258346,C4,2004.0,9,0,0,0,2020.0,2024,18.0,11+,5,1.791759469228055
P00258347,C2,2011.0,21,1,0,0,2011.0,2014,1.5,0-2,0,0.0
P00258347,C3,2011.0,21,0,0,0,2015.0,2019,6.0,6-10,0,0.0
P00258347,C4,2011.0,21,0,0,0,2020.0,2024,11.0,11+,0,0.0
P00258350,C2,2012.0,30,1,0,0,2012.0,2014,1.0,0-2,0,0.0
P00258350,C3,2012.0,30,0,0,0,2015.0,2019,5.0,3-5,0,0.0
P00258350,C4,2012.0,30,0,0,0,2020.0,2024,10.0,6-10,0,0.0
P00258375,C1,2006.0,10,1,0,0,2006.0,2009,1.5,0-2,0,0.0
P00258375,C2,2006.0,10,0,0,0,2010.0,2014,6.0,6-10,0,0.0
P00258375,C3,2006.0,10,0,0,0,2015.0,2019,11.0,11+,0,0.0
P00258375,C4,2006.0,10,0,0,0,2020.0,2024,16.0,11+,0,0.0
P00258379,C1,2006.0,1,1,0,0,2006.0,2009,1.5,0-2,2,1.0986122886681098
P00258379,C2,2006.0,1,0,0,0,2010.0,2014,6.0,6-10,3,1.3862943611198906
P00258379,C3,2006.0,1,0,0,0,2015.0,2019,11.0,11+,4,1.6094379124341003
P00258379,C4,2006.0,1,0,0,0,2020.0,2024,16.0,11+,9,2.302585092994046
P00258382,C2,2012.0,-1,1,0,0,2012.0,2014,1.0,0-2,39,3.6888794541139363
P00258382,C3,2012.0,-1,0,0,0,2015.0,2019,5.0,3-5,66,4.204692619390966
P00258382,C4,2012.0,-1,0,0,0,2020.0,2024,10.0,6-10,79,4.382026634673881
P00258386,C1,2007.0,-1,1,0,0,2007.0,2009,1.0,0-2,7,2.0794415416798357
P00258386,C2,2007.0,-1,0,0,0,2010.0,2014,5.0,3-5,57,4.060443010546419
P00258386,C3,2007.0,-1,0,0,0,2015.0,2019,10.0,6-10,66,4.204692619390966
P00258386,C4,2007.0,-1,0,0,0,2020.0,2024,15.0,11+,79,4.382026634673881
P00258400,C1,1997.0,31,1,0,0,1997.0,2009,6.0,6-10,0,0.0
P00258400,C2,1997.0,31,0,0,0,2010.0,2014,15.0,11+,0,0.0
P00258400,C3,1997.0,31,0,0,0,2015.0,2019,20.0,11+,0,0.0
P00258400,C4,1997.0,31,0,0,0,2020.0,2024,25.0,11+,0,0.0
P00258401,C1,1996.0,8,1,0,0,1996.0,2009,6.5,6-10,0,0.0
P00258401,C2,1996.0,8,0,0,0,2010.0,2014,16.0,11+,3,1.3862943611198906
P00258401,C3,1996.0,8,0,0,0,2015.0,2019,21.0,11+,0,0.0
P00258401,C4,1996.0,8,0,0,0,2020.0,2024,26.0,11+,1,0.6931471805599453
P00258432,C2,2011.0,11,1,0,0,2011.0,2014,1.5,0-2,2,1.0986122886681098
P00258432,C3,2011.0,11,0,0,0,2015.0,2019,6.0,6-10,9,2.302585092994046
P00258432,C4,2011.0,11,0,0,0,2020.0,2024,11.0,11+,5,1.791759469228055
P00258440,C1,2002.0,-1,1,0,0,2002.0,2009,3.5,3-5,7,2.0794415416798357
P00258440,C2,2002.0,-1,0,0,0,2010.0,2014,10.0,6-10,57,4.060443010546419
P00258440,C3,2002.0,-1,0,0,0,2015.0,2019,15.0,11+,66,4.204692619390966
P00258440,C4,2002.0,-1,0,0,0,2020.0,2024,20.0,11+,79,4.382026634673881
P00258441,C1,2005.0,1,1,0,0,2005.0,2009,2.0,0-2,2,1.0986122886681098
P00258441,C2,2005.0,1,0,0,0,2010.0,2014,7.0,6-10,3,1.3862943611198906
P00258441,C3,2005.0,1,0,0,0,2015.0,2019,12.0,11+,4,1.6094379124341003
P00258441,C4,2005.0,1,0,0,0,2020.0,2024,17.0,11+,9,2.302585092994046
P00258442,C1,2009.0,11,1,0,0,2009.0,2009,0.0,0-2,1,0.6931471805599453
P00258442,C2,2009.0,11,0,0,0,2010.0,2014,3.0,3-5,4,1.6094379124341003
P00258442,C3,2009.0,11,0,0,0,2015.0,2019,8.0,6-10,9,2.302585092994046
P00258442,C4,2009.0,11,0,0,0,2020.0,2024,13.0,11+,5,1.791759469228055
P00258444,C1,2009.0,1,1,0,0,2009.0,2009,0.0,0-2,2,1.0986122886681098
P00258444,C2,2009.0,1,0,0,0,2010.0,2014,3.0,3-5,3,1.3862943611198906
P00258444,C3,2009.0,1,0,0,0,2015.0,2019,8.0,6-10,4,1.6094379124341003
P00258444,C4,2009.0,1,0,0,0,2020.0,2024,13.0,11+,9,2.302585092994046
P00258445,C2,2010.0,-1,1,0,0,2010.0,2014,2.0,0-2,57,4.060443010546419
P00258445,C3,2010.0,-1,0,0,0,2015.0,2019,7.0,6-10,66,4.204692619390966
P00258445,C4,2010.0,-1,0,0,0,2020.0,2024,12.0,11+,79,4.382026634673881
P00258446,C1,2007.0,1,1,0,0,2007.0,2009,1.0,0-2,2,1.0986122886681098
P00258446,C2,2007.0,1,0,0,0,2010.0,2014,5.0,3-5,3,1.3862943611198906
P00258446,C3,2007.0,1,0,0,0,2015.0,2019,10.0,6-10,4,1.6094379124341003
P00258446,C4,2007.0,1,0,0,0,2020.0,2024,15.0,11+,9,2.302585092994046
P00258447,C1,2005.0,1,1,0,0,2005.0,2009,2.0,0-2,2,1.0986122886681098
P00258447,C2,2005.0,1,0,0,0,2010.0,2014,7.0,6-10,3,1.3862943611198906
P00258447,C3,2005.0,1,0,0,0,2015.0,2019,12.0,11+,4,1.6094379124341003
P00258447,C4,2005.0,1,0,0,0,2020.0,2024,17.0,11+,9,2.302585092994046
P00258448,C1,2007.0,-1,1,0,0,2007.0,2009,1.0,0-2,7,2.0794415416798357
P00258448,C2,2007.0,-1,0,0,0,2010.0,2014,5.0,3-5,57,4.060443010546419
P00258448,C3,2007.0,-1,0,0,0,2015.0,2019,10.0,6-10,66,4.204692619390966
P00258448,C4,2007.0,-1,0,0,0,2020.0,2024,15.0,11+,79,4.382026634673881
P00258452,C1,2008.0,23,1,0,0,2008.0,2009,0.5,0-2,0,0.0
P00258452,C2,2008.0,23,0,0,0,2010.0,2014,4.0,3-5,1,0.6931471805599453
P00258452,C3,2008.0,23,0,0,0,2015.0,2019,9.0,6-10,1,0.6931471805599453
P00258452,C4,2008.0,23,0,0,0,2020.0,2024,14.0,11+,1,0.6931471805599453
P00258453,C1,2001.0,-1,1,0,0,2001.0,2009,4.0,3-5,7,2.0794415416798357
P00258453,C2,2001.0,-1,0,0,0,2010.0,2014,11.0,11+,57,4.060443010546419
P00258453,C3,2001.0,-1,0,0,0,2015.0,2019,16.0,11+,66,4.204692619390966
P00258453,C4,2001.0,-1,0,0,0,2020.0,2024,21.0,11+,79,4.382026634673881
P00258457,C1,2001.0,1,1,0,0,2001.0,2009,4.0,3-5,2,1.0986122886681098
P00258457,C2,2001.0,1,0,0,0,2010.0,2014,11.0,11+,3,1.3862943611198906
P00258457,C3,2001.0,1,0,0,0,2015.0,2019,16.0,11+,4,1.6094379124341003
P00258457,C4,2001.0,1,0,0,0,2020.0,2024,21.0,11+,9,2.302585092994046
P00258458,C1,2002.0,-1,1,0,0,2002.0,2009,3.5,3-5,7,2.0794415416798357
P00258458,C2,2002.0,-1,0,0,0,2010.0,2014,10.0,6-10,57,4.060443010546419
P00258458,C3,2002.0,-1,0,0,0,2015.0,2019,15.0,11+,66,4.204692619390966
P00258458,C4,2002.0,-1,0,0,0,2020.0,2024,20.0,11+,79,4.382026634673881
P00258460,C1,2008.0,-1,1,0,0,2008.0,2009,0.5,0-2,7,2.0794415416798357
P00258460,C2,2008.0,-1,0,0,0,2010.0,2014,4.0,3-5,57,4.060443010546419
P00258460,C3,2008.0,-1,0,0,0,2015.0,2019,9.0,6-10,66,4.204692619390966
P00258460,C4,2008.0,-1,0,0,0,2020.0,2024,14.0,11+,79,4.382026634673881
P00258461,C1,2001.0,-1,1,0,0,2001.0,2009,4.0,3-5,7,2.0794415416798357
P00258461,C2,2001.0,-1,0,0,0,2010.0,2014,11.0,11+,57,4.060443010546419
P00258461,C3,2001.0,-1,0,0,0,2015.0,2019,16.0,11+,66,4.204692619390966
