paper_uid_after_direct_w,ref_title,ref_author,ref_publisher_or_journal,ref_year
P00035833,동아시아 평화와 번영에 있어서 정상외교의 역할과 정책대안,이성우,국제지역연구,2016
P00075565,정보화 사회에서의 국가역할과 공공외교,정기웅,비교민주주의연구,2008
P00075566,한국어교육 정책에 대한 고찰,정명혜,한국어교육연구,2017
P00075567,유럽에서의 한국학 동향과 전망,정진헌,한국문화연구,2016
P00075568,고용허가제(EPS)가 인력 송출국에 미치는 영향 - 한국어 보급과 한국문화 파급 효과를 중심으로 -,정호진,언어와 문화,2014
P00075570,미국 국가지도자의 일본 히로시마 방문외교가 한국인에게 미치는 영향,진용주,광고PR실학연구,2017
P00075571,한국어 교육의 현황과 세종학당 운영 방향,최용기,문법 교육,2007
P00075572,정보화시대에서의 국가역할과 경제발전: 아일랜드와 한국 발전국가의 비교,홍성걸,한국정치학회보,2003
P00075573,터키에서 한국어 교육 및 한국어 학습자의 유형 변화,괵셀 튀르쾨주,Journal of korean Culture,2014
P00035248,"북한 '핵 담론'의 원형과 마음체계, 1947~1964년",구갑우,현대북한연구,2014
P00075586,북한 비핵지대론 연구,김진철,안보연구,1987
P00047251,신현실주의 관점에서 본 북한의 핵정책 고찰(1945~2009),손용우,국제정치논총,2012
P00075599,데카르트에서 무의식 - 몸과 기억을 중심으로 -,김선영,철학논집,2014
P00075600,칸트철학에서 타자의 얼굴,김영례,범한철학,2013
P00028890,사회적인 것의 합정성(合情性)을 찾아서: 사회 이론의 감정적 전환,김홍중,사회와 이론,2013
P00028894,거시적 감정사회학을 위하여,박형신,사회와 이론,2009
P00075601,감정에 대한 인지주의 이론의 경계짓기 －Nussbaum과 de Sousa의 논의를 중심으로－,오성,철학사상,2008
P00046941,국제정치학(IR)의 감정연구 : 비판적 검토와 이론적 제언,용채영,국제정치논총,2017
P00039332,심리,은용수,인지적 연구와 국제관계학,국제정치논총
P00075603,데카르트의 제일철학에 대한 성찰에서 초월론적 타자이론,이종주,철학사상,2015
P00075604,주인기표: 라캉-마오주의의 간략한 계보학,제이슨 바커,문화과학,2014
P00075628,탈개인화 효과에 관한 사회적 자아정체성 모델 - 이론적 함의와 향후 연구과제,이은주,커뮤니케이션 이론,2008
P00018223,동북아공동체의 이상과 현실:문화적 대안의 모색,김명섭,한국과 국제정치,2005
P00005893,기억의 정치학: 야스쿠니 vs. 히로시마,김상준,한국정치학회보,2005
P00047376,한일관계의 안정과 지속: 정치지도자의 메시지 전달과 정향을 중심으로,김상준,일본연구논총,2015
P00075654,조선통신사와 고구마의 전래,노성환,동북아 문화연구,2010
P00053643,한국 공공외교 전략 및 정책 연구: 기초적 유형의 개념화,백우열,국가전략,2017
P00075655,조선시대 通信使硏究의 회고와 전망,손승철,한일관계사연구,2002
P00075657,조선통신사를 통해 본 조ㆍ일 문화교류의 면면,송지원,일본비평,2011
P00075659,조선통신사 연구에 대한 비판적 검토와 제안,이와가타 히사이코,지역과 역사,2016
P00075660,통신사 사행원들의 일본에 대한 인식 -『海行摠載』에 실린 사행록들의 부정적 인식의 변화를 중심으로 -,이재훈,日本思想,2012
P00020417,고이즈미 수상의 전환적 리더십과 우정 민영화,권순미,국가전략,2006
P00075683,일본 고령자 의료보험 개혁의 정치적 동학,김성조,한국정치연구,2017
P00075684,일본의 정치리더십 위기와 고이즈미 재평가: 탈자민당 정치와 개혁의 리더십,한의석,세계지역연구논총,2012
P00075709,정치와 정체의 재구성: 2016년 촛불은 혁명인가?,김만권,시민과세계,2017
P00021503,분단의 마음과 환대의 윤리 : ‘태극기’집회 참가자들과 탈북자를 중심으로,김성경,민족문화연구,2017
P00021505,"언어, 감정, 집합행동: 탄핵반대 ‘태극기’ 집회의 사례를 중심으로",김왕배,문화와 사회,2017
P00075710,2016,노진철,17년의 촛불집회들과 대통령 탄핵: 루만의 사회체계이론의 관점에서,사회와 이론
P00055019,"결사체 활동, 시민성 그리고 촛불집회 참여의 경로구조",도묘년,현대정치연구,2017
P00075711,인정개념의 네 가지 갈등구조와 역동적 사회발전,문성훈,사회와 철학,2005
P00064212,하버마스에서 호네트로: 프랑크푸르트학파 사회비판모델의 인정이론적 전환,문성훈,철학연구,2006
P00064213,행복의 조건과 인정,문성훈,범한철학,2011
P00075713,프레이저-호네트 논쟁의 한계와 대안,문성훈,사회와 철학,2016
P00021513,태극기집회의 대중심리와 텅 빈 신화들,박현선,문화과학,2017
P00075714,"청와대정치의 실패, 여의도정치의 과제 그리고 광화문정치 승리의 담론",안성호,사회과학연구,2017
P00021518,문화 투쟁과 투쟁의 문화: ‘촛불’과 ‘태극기’의 문화정치,이정엽,내일을 여는 역사,2017
P00062048,호네트의 인정투쟁모델의 비판적 고찰을 통한 저항 이론의 새로운 모색,주정립,민주주의와 인권,2011
P00009678,모든 밀려난 존재들의 악다구니는 아름답다,최현숙,문학동네,2017
P00075716,감정표현불능증: 그 개념과 치료적 함의,함병주,수면ㆍ정신생리,2002
P00021528,‘태극기’를 이해하기 위하여－최현숙의 『할배의 탄생』(2016)을 중심으로－,허윤,사이間SAI,2017
P00060371,헌법과 '시민의회',김상준,동향과 전망,2006
P00021185,"시민의회, 왜 필요한가",김상준,녹색평론,2017
P00075729,"뉴질랜드 선거제도 개혁: 과정, 결과, 한국에 주는 시사점",김형철,비교민주주의연구,2010
P00022558,"고액 정치후원금의 정치적 대표성: 대통령선거 경선, 국회의원선거, 광역단체장선거 후보자 후원회에 관한 경험적 분석",엄기홍,한국정치학회보,2011
P00021194,민주주의의 새로운 주체 : 작은공중(minipublics)을 중심으로,오현철,시민사회와 NGO,2009
P00060379,트위터와 민주주의 발전: 토의민주주의적 해석,오현철,민주주의와 인권,2012
P00058417,한국정치에서 대표의 위기와 대안의 모색-정치철학적 탐색,이관후,시민과 세계,2016
P00021196,"Deliberative Democracy의 한국적 수용과 시민의회: 숙의, 심의, 토의라는 번역을 중심으로",이관후,현대정치연구,2018
P00028244,비밀 투표는 ‘민주적’인가? 존 스튜어트 밀과 카를 슈미트의 비밀 투표 비판,홍철기,정치사상연구,2018
P00075765,조소앙과 대한민국 정부수립,김기승,한국동양정치사상사연구,2009
P00075766,공화국원리와 한국헌법의 해석,김선택,헌법학연구,2009
P00067224,민주공화주의와 대한민국 헌법 이념의 형성,서희경,한국학,2007
P00075767,민주공화주의에 대한 헌법적 고찰,신용인,법학논총,2016
P00074222,건국강령(1941. 10. 28) 연구‘조소앙 헌법사상’의 헌법사적 의미를 되새기며,신우철,중앙법학,2008
P00074221,해방기 헌법초안의 헌법사적 기원－임시정부 헌법문서의 영향력 분석을 통한 ‘유진오 결정론’ 비판－,신우철,공법연구,2008
P00075768,大韓民國憲法(1948)의 “民主主義 諸 制度 樹立”― 헌법전의 ‘주변부’에 대한 종단분석 ―,신우철,헌법학연구,2009
P00075769,조소앙의 삼균주의와 헌법사상,여경수,민주법학,2012
P00075770,"헌법상 공화국 원리의 도그마틱적 함의에 관한 연구 -공공선, 공직제를 둘러싼 독일 헌법학계의 논의를 중심으로-",이계일,헌법학연구,2011
P00075771,趙素昂 三均主義의 사상적 토대와 이념적 성격,이상익,한국철학논집,2010
P00062274,한국에서의 ‘민주공화국’의 개념사 －특히 ‘공화’ 개념을 중심으로 -,이영록,법사학연구,2010
P00075773,근대 한국에서의 ‘민주’개념의 역사적 고찰,최정욱,한국정치학회보,2013
P00075775,『민주공화국』의 의미 - 그 공화주의적 실천규범의 형성을 위하여,한상희,헌법학연구,2003
P00031347,대한민국은 민주공화제로 함 －대한민국 임시헌장(1919.4.11) 제정의 역사적 의의－,한인섭,서울대학교 법학,2009
P00075776,대한민국 헌법사를 어떻게 읽을 것인가? ― 1948년 헌법의 위상과 헌법이론의 빈곤 ―,함재학,헌법학연구,2009
P00075777,드워킨의 헌법사상: 헌법적 통합성과 파트너십 민주주의,함재학,법철학연구,2009
P00023893,"정치, 아(我)와 비아(非我)의 헤게모니 투쟁",김학노,한국정치학회보,2010
P00075796,"중국 고대의 勢 개념 : 『孫子兵法』, 『愼子逸文』, 『韓非子』를 중심으로",양순자,도교문화연구,2012
P00075797,孫子의 전쟁관에 대한 철학적 고찰 -自然과 勢를 중심으로-,이권,도교문화연구,2012
P00001157,"동북아시아의 세력균형, 1945-2001:평화의 경로 또는 분쟁의 원천?",이진명,국제정치논총,2016
P00075801,<손자병법(孫子兵法)>의 설득전략 연구,이현서,중국학연구,2016
P00075804,<손자병법> 이론체계 연구,전명용,중국학연구,2016
P00075805,'손자병법' ‘세(勢)’ 연구,전명용,중국연구,2017
P00075822,사회과학연구방법의 토착화에 관한 소고: 정치학ㆍ국제정치학ㆍ행정학분야,김광웅,행정논총,1979
P00075823,독일 역사철학의 오리엔탈리즘,김기봉,담론201,2004
P00075824,한국사회학의 정향을 위한 좌표: 사회학의 보편성과 특수성,김대환,한국사회학,1973
P00073407,중층근대성:대안적 근대성 개요,김상준,한국사회학,2007
P00075825,유교 윤리성과 비판성: 21세기 문명 재편의 한 축,김상준,사회사상과 문화,2013
P00075826,한국사회와 사회과학: 한국사회학대회의 공동토론의 요약,김성국,한국사회학,1972
P00075827,정책학의 한국화: 그 빛과 그림자,김영평,한국정책학회보,2009
P00075828,"니체와 텍스트 해석, 그리고 철학치료",김정현,범한철학,2007
P00073430,자아준거적 정치학: 그 모색을 위한 제언,문승익,국제정치논총,1974
P00075829,민주주의의 토착화,문승익,한국정치학회보,1974
P00061735,한국정치학의 정립문제: 정치이론의 경우,문승익,한국정치학회보,1979
P00075830,과정철학의 문맥에서 본 니체의 생성철학,문창옥,철학연구,2011
P00075832,한국 사회과학에 있어서의 보편과 특수 논쟁,박동환,연세논총,1977
P00075834,니체와 하이데거의 진리 개념의 비교연구 －니체의 인식론에 대한 포스트모던적 해석의 비판을 통해서－,박찬국,현대유럽철학연구,2013
P00075835,정치와 정치학에 있어서의 보편성과 특수성,배성동,한국사회학,1973
P00075837,한국행정학의 학문성 정립문제: 과학주의 입장에서,백완기,한국정치학회보,1978
P00075839,한국의 행정현상과 행정학 연구의 주체성,안병영,한국정치학회보,1979
P00075840,"행정학의 토착화, 한국화, 그리고 세계화",안병영,kapa@포럼,2005
P00075841,한국의 정치ㆍ법률ㆍ행정의 토착화,연세대학교,사회과학논집,1972
P00075842,사회학 이론의 보편성 문제,오갑환,한국사회학,1973
P00031191,문화상대주의와 반문화상대주의,유명기,비교문화연,1993
P00075844,니체의 관점주의,이상엽,니체연구,2009
P00073449,한국국제정치학의 정립방향,이상우,한국정치학회보,1979
P00075845,행정학의 토착화에 관한 논거,이종범,한국행정학회보,1977
P00075846,한국정치학회보,이종범,한국정치학회보,1979
P00075848,막스 베버의 합리와 이론과 동양사상,정대성,철학논총,2007
P00075849,문화다원주의와 인정윤리학,정미라,범한철학,2005
P00075850,심리학에서 본 이론의 보편성과 특수성,차재호,한국사회학,1973
P00073474,한국 국제정치학의 정체성 확립과 학문의 축적,하상식,한국국제정치학회소식,2000
P00075852,한국 인류학 연구의 문제,한경구,사회과학논평,1999
P00075866,국가폭력의 양상과 성격 -1984년 인도 시크 대학살 사건을 중심으로,김경학,민주주의와 인권,2007
P00075867,우즈베키스탄 안디잔 사건과 국제사회,김영술,민주주의와 인권,2009
